"FilingID","Name","CRD Number","SEC Number"
1965899,"SLAVIC MUTUAL FUNDS MANAGEMENT CORP.",113833,"801-29099"
1958343,"MARINER WEALTH",140195,"801-66632"
1949607,"MERIDIAN INVESTMENT COUNSEL, INC.",131655,"801-63191"
1972556,"FARTHER",302050,"801-116721"
1943245,"COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC",108257,"801-25943"
1967353,"COPE CONNELLY",311665,"801-124729"
1955056,"CHOREO, LLC",111221,"801-57236"
1963459,"CRESCENT GROVE ADVISORS",170912,"801-79577"
1970522,"AON INVESTMENTS USA INC.",105596,"801-17219"
1966433,"WHITE ROCK OIL & GAS HOLDINGS, LLC",165255,"801-107906"
1957102,"HIGHLAND CONSULTING ASSOCIATES INC.",109834,"801-46040"
1934819,"CBIZ INVESTMENT ADVISORY SERVICES, LLC",286002,"801-108996"
1956803,"TAG ASSOCIATES LLC",116959,"801-60908"
1972831,"IHT WEALTH MANAGEMENT LLC",171481,"801-79769"
1932893,"CONCORD WEALTH PARTNERS",118643,"801-79249"
1937947,"EAB INVESTMENT GROUP, LLC",165865,"801-96306"
1967821,"CETERA INVESTMENT ADVISERS LLC",105644,"801-20406"
1951550,"KBS REALTY ADVISORS, LLC",119662,"801-61482"
1970496,"ONEX CREDIT PARTNERS, LLC",138941,"801-65396"
1965815,"SEIA",108163,"801-56288"
1969698,"LINCOLN ADVISORS",112175,"801-42158"
1950257,"L2 ASSET MANAGEMENT, LLC",172688,"801-107084"
1967130,"PRETIUM RESIDENTIAL CREDIT MANAGEMENT, LLC",171026,"801-79924"
1973104,"PRIVATE CAPITAL ADVISORS, INC.",125771,"801-61877"
1973081,"LUMINIST CAPITAL, LLC",173396,"801-126094"
1971501,"INVESTMENT RESEARCH CORP",108208,"801-8599"
1936230,"CADOGAN PARK",291546,"801-112412"
1961460,"REVOLUTION PARTNERS, LLC",170310,"801-122898"
1939913,"TAYLOR FRIGON CAPITAL MANAGEMENT LLC",142617,"801-67498"
1966354,"AMUNDI ASSET MANAGEMENT US, INC.",107719,"801-8255"
1966435,"SYSTELLIGENCE, LLC",283582,"801-107695"
1959855,"BROADSTREET GLOBAL ADVISORS, INC.",324586,"801-127387"
1949788,"FARTHER",302050,"801-116721"
1949902,"CORDOBA ADVISORY PARTNERS LLC",310199,"801-121538"
1960083,"OAK HILL ADVISORS, L.P.",125352,"801-62894"
1967061,"PINNACLE INVESTMENTS, LLC",142910,"801-67860"
1960808,"ADAPTIVE INVESTMENTS",281201,"801-106545"
1964856,"ROBERT W. BAIRD & CO. INCORPORATED",8158,"801-7571"
1972712,"BLACKSAND CAPITAL, LLC",291612,"801-112601"
1965014,"ROBERT W. BAIRD & CO. INCORPORATED",8158,"801-7571"
1963870,"ROBERT W. BAIRD & CO. INCORPORATED",8158,"801-7571"
1965030,"ROBERT W. BAIRD & CO. INCORPORATED",8158,"801-7571"
1955960,"RIVERPARK CAPITAL MANAGEMENT LLC",150798,"801-70410"
1964847,"BRIDGE INVESTMENT GROUP",159127,"801-72790"
1968952,"NEXPOINT ADVISORS, L.P.",163564,"801-75490"
1945985,"LORD, ABBETT & CO. LLC",110391,"801-6997"
1964480,"LORD, ABBETT & CO. LLC",110391,"801-6997"
1964150,"AGL CREDIT MANAGEMENT LLC",299601,"801-114401"
1944865,"TWO SIGMA INVESTMENTS, LP",137137,"801-70476"
1955218,"EAGLE POINT CREDIT MANAGEMENT LLC",166370,"801-77721"
1969624,"NAVIGATE 401K, LLC",309466,"801-119101"
1965985,"RSC ASSET MANAGEMENT GROUP, LLC",312211,"801-129760"
1966011,"RSC ASSET MANAGEMENT GROUP, LLC",312211,"801-129760"
1966003,"RSC ASSET MANAGEMENT GROUP, LLC",312211,"801-129760"
1962236,"KAHN BROTHERS ADVISORS LLC",144368,"801-14146"
1962799,"KAHN BROTHERS ADVISORS LLC",144368,"801-14146"
1964819,"KBS REALTY ADVISORS, LLC",119662,"801-61482"
1953349,"WORTHPOINTE",143996,"801-67916"
1958760,"TREMBLANT CAPITAL GROUP",138743,"801-71560"
1930731,"PGIM, INC.",105676,"801-22808"
1960642,"TREMBLANT CAPITAL GROUP",330605,"801-129954"
1969352,"DREHER INVESTMENT SERVICES, INC.",114196,"801-110396"
1969356,"DREHER INVESTMENT SERVICES, INC.",114196,"801-110396"
1964356,"5CLP ADVISOR",328959,"801-129884"
1931267,"AEGON ASSET MANAGEMENT US",114537,"801-60667"
1927768,"AEGON REAL ASSETS US",286438,"801-110854"
1972966,"CULLEN CAPITAL MANAGEMENT, LLC",113128,"801-57576"
1953082,"ADAMS DIVERSIFIED EQUITY FUND, INC.",281263,"801-106561"
1957198,"J.P. MORGAN INVESTMENT MANAGEMENT INC.",107038,"801-21011"
1952793,"USI ADVISORS",108113,"801-56622"
1971687,"SOLOMON API LLC",159471,"801-113882"
1972012,"BRIGHT INVESTMENTS, LLC",269955,"801-120845"
1971248,"BLUE OWL CREDIT ADVISORS LLC",282575,"801-107232"
1968292,"DREHER INVESTMENT SERVICES, INC.",114196,"801-110396"
1952772,"16TH AMENDMENT ADVISORS LLC",150575,"801-70324"
1961324,"BLACKSTONE REAL ESTATE SPECIAL SITUATIONS ADVISORS L.L.C.",146043,"801-68749"
1970300,"CAITLIN JOHN, LLC",154494,"801-110731"
1973696,"THE SALIENT ZARVONA ENERGY FUND GP, L.P.",162712,"801-100449"
1965166,"FEDERATED EQUITY MANAGEMENT COMPANY OF PENNSYLVANIA",128610,"801-62501"
1958206,"CHARLES SCHWAB INVESTMENT MANAGEMENT, INC",106753,"801-35905"
1960411,"EMPIRICAL WEALTH MANAGEMENT",152622,"801-72168"
1968609,"DEMARCHE",105500,"801-11574"
1967299,"CNL STRATEGIC CAPITAL MANAGEMENT, LLC",286342,"801-110050"
1968029,"DEEPWATER ASSET MANAGEMENT, LLC",316507,"801-126301"
1970482,"FOCUSPOINT SOLUTIONS, INC.",131195,"801-63028"
1970866,"FOCUSPOINT SOLUTIONS, INC.",131195,"801-63028"
1960779,"M.D. SASS, LLC",110590,"801-8663"
1951869,"PRIVATE CAPITAL ADVISORS, INC.",125771,"801-61877"
1965606,"CAPRA IBEX CREDIT OPPORTUNITIES, LLC",332538,"801-131407"
1964850,"ROBERT W. BAIRD & CO. INCORPORATED",8158,"801-7571"
1945238,"SANDS CAPITAL VENTURES, LLC",155517,"801-72115"
1960124,"INVESCO ADVISERS, INC.",105360,"801-33949"
1965010,"ROBERT W. BAIRD & CO. INCORPORATED",8158,"801-7571"
1971180,"CALTON & ASSOCIATES, INC.",20999,"801-70036"
1973220,"FAITHWARD ADVISORS, LLC",116978,"801-61471"
1974839,"CASTLEARK MANAGEMENT LLC",109587,"801-56239"
1974882,"MARATHON ASSET MANAGEMENT, L.P.",124613,"801-61792"
1973653,"THIRD POINT LLC",137927,"801-65088"
1972735,"FOREFRONT ANALYTICS, LLC",153016,"801-71469"
1934965,"CORIENT",319448,"801-124978"
1932209,"ONEDIGITAL",106766,"801-40622"
1972052,"FOCUSPOINT SOLUTIONS, INC.",131195,"801-63028"
1967517,"SERAPH CAPITAL ASSOCIATES, LLC",165754,"801-112894"
1961353,"TORTOISE CAPITAL ADVISORS, L.L.C.",123711,"801-61622"
1959612,"PRIVATE CAPITAL MANAGEMENT, LLC",165306,"801-77650"
1944877,"EMERALD ADVISERS, LLC",107496,"801-40263"
1933290,"STIFEL, NICOLAUS & COMPANY, INCORPORATED",793,"801-10746"
1966910,"SUTTERFIELD FINANCIAL GROUP, INC.",115652,"801-63652"
1955168,"COMVEST ADVISORS LLC",160753,"801-74325"
1950291,"VIRTUE CAPITAL MANAGEMENT, LLC",167816,"801-79938"
1962480,"INSCRIPTION CAPITAL, LLC",291780,"801-112532"
1970617,"WINTHROP PARTNERS - WNY, LLC",282100,"801-106948"
1957258,"PROSPECT CAPITAL MANAGEMENT L.P.",131018,"801-62969"
1973097,"NEXPOINT ADVISORS, L.P.",163564,"801-75490"
1933806,"TCW ASSET MANAGEMENT COMPANY LLC",105742,"801-6642"
1940726,"MARINER WEALTH",140195,"801-66632"
1959526,"MSD PARTNERS, L.P.",161664,"801-74071"
1960311,"INVEX ADVISORS LLC",164519,"801-108084"
1964909,"ATL II ADVISOR LP",296575,""
1967596,"VAN HULZEN FINANCIAL ADVISORS",116632,"801-61884"
1964167,"KESTRA ADVISORY SERVICES, LLC",283330,"801-56126"
1965024,"ROBERT W. BAIRD & CO. INCORPORATED",8158,"801-7571"
1971726,"STRATEGAS ASSET MANAGEMENT, LLC",172000,"801-113292"
1922136,"UNION CAPITAL COMPANY",110301,"801-121320"
1967389,"CERITY PARTNERS LLC",151559,"801-70719"
1973698,"MORGAN STANLEY INVESTMENT MANAGEMENT INC.",110353,"801-15757"
1958404,"ORG WEALTH PARTNERS",330923,"801-130034"
1956245,"HAUSSMANN 1864 CAPITAL MANAGEMENT LLC",332278,"801-131129"
1941520,"CATALYST CAPITAL ADVISORS LLC",139895,"801-66886"
1959500,"MASON STREET ADVISORS, LLC",114085,"801-60721"
1956045,"STONECASTLE ADVISORS, LLC",132495,"801-63438"
1974194,"OSAIC WEALTH, INC.",23131,"801-54859"
1953842,"KRANE FUNDS ADVISORS, LLC",157103,"801-77589"
1945747,"PABRAI INVESTMENT FUNDS",161471,"801-74230"
1951289,"CNL STRATEGIC CAPITAL MANAGEMENT, LLC",286342,"801-110050"
1943632,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",7691,"801-14235"
1921146,"COLUMBIA CENT CLO ADVISERS, LLC",310864,"801-119647"
1959012,"PALLADIUM EQUITY PARTNERS ADVISOR, LLC",159061,"801-73865"
1956710,"NEEDHAM & COMPANY, LLC",16360,"801-62735"
1957904,"SPRING LAKE EQUITY GP LLC",167613,"801-78062"
1962989,"INLIGHT WEALTH",289908,"801-111767"
1960833,"EARNEST PARTNERS, LLC",107926,"801-56189"
1967362,"BIGLARI CAPITAL CORP.",115197,"801-78141"
1967519,"GLEN EAGLE ADVISORS, LLC",282920,"801-79298"
1951811,"SANDS CAPITAL MANAGEMENT, LLC",137610,"801-64820"
1973312,"FORT WASHINGTON INVESTMENT ADVISORS INC",107126,"801-37235"
1970147,"ASTATINE INVESTMENT PARTNERS",311095,"801-119855"
1945313,"AMERICAN ASSETS INVESTMENT MANAGEMENT, LLC",131660,"801-65209"
1944884,"AMERICAN ASSETS CAPITAL ADVISERS, LLC",168805,"801-80101"
1958664,"NS PARTNERS LTD",110625,"801-26315"
1970879,"WINTHROP PARTNERS - WNY, LLC",282100,"801-106948"
1955811,"SAFE HARBOR FIDUCIARY, LLC",169659,"801-121650"
1955326,"BOW WAVE CAPITAL MANAGEMENT, LP",305782,"801-118155"
1973542,"NEEDHAM & COMPANY, LLC",16360,"801-62735"
1960098,"GUGGENHEIM PARTNERS INVESTMENT MANAGEMENT, LLC",137432,"801-66786"
1972426,"ITAU USA ASSET MANAGEMENT",156313,"801-72400"
1973498,"PLATFORM TECHNOLOGY PARTNERS",305602,"801-117439"
1966022,"CERITY PARTNERS LLC",151559,"801-70719"
1966342,"IFC CORE INVESTMENT MANAGEMENT LLC",302090,"801-117464"
1974532,"PITON INVESTMENT MANAGEMENT, LP",282517,"801-107227"
1964499,"ORG PARTNERS",312728,"801-120444"
1974044,"ALPHA ARCHITECT",153905,"801-71697"
1968868,"UMB FINANCIAL SERVICES, INC.",17073,"801-62967"
1965827,"TITLEIST ASSET MANAGEMENT, LLC",323567,"801-126953"
1962530,"NEEDHAM INVESTMENT MANAGEMENT, LLC",106783,"801-50449"
1964673,"BENJAMIN F. EDWARDS & COMPANY, INCORPORATED",146936,"801-71421"
1953154,"MAINLINE INVESTMENT ADVISERS, LLC",159045,"801-72761"
1962192,"CERITY PARTNERS LLC",151559,"801-70719"
1966410,"GALAPAGOS ADVISORY LLC",322042,"801-129546"
1966399,"KLINGENSTEIN FIELDS ADVISORS",105907,"801-33347"
1926313,"OPPENHEIMER ASSET MANAGEMENT",105559,"801-31427"
1963797,"ROBERT W. BAIRD & CO. INCORPORATED",8158,"801-7571"
1971159,"SCHAFER CULLEN CAPITAL MANAGEMENT INC",105799,"801-18407"
1959768,"CONTRARY LLC",311054,"801-127365"
1955410,"MIDOCEAN CREDIT PARTNERS",151578,"801-70672"
1921222,"B. RILEY WEALTH ADVISORS, INC.",115927,"801-64837"
1974205,"ORG WEALTH PARTNERS",330923,"801-130034"
1964366,"SABA LT, LP",334114,"801-132083"
1974863,"MARATHON ASSET MANAGEMENT, L.P.",124613,"801-61792"
1962191,"CAMELOT PORTFOLIOS, LLC",145918,"801-70932"
1961537,"CALTON & ASSOCIATES, INC.",20999,"801-70036"
1946944,"UNIPLAN INSTITUTIONAL ADVISORS LLC",314367,"801-121382"
1957903,"CION INVESTMENT MANAGEMENT, LLC",160386,"801-77235"
1963718,"9823 CAPITAL, LP",324329,"801-127155"
1964596,"SIGNIFICANT WEALTH PARTNERS LLC",293060,"801-128037"
1972392,"17 CAPITAL PARTNERS, LLC",283013,"801-120928"
1962326,"NCA REALTY PARTNERS LLC",334430,""
1964707,"SELECT MONEY MANAGEMENT, INC.",153256,"801-71212"
1951019,"SIMA WEALTH PARTNERS, LLC",159943,"801-130711"
1969230,"STONE POINT CREDIT ADVISER LLC",310377,"801-119517"
1965945,"STRIVE ASSET MANAGEMENT",322039,"801-125907"
1960735,"PITON INVESTMENT MANAGEMENT, LP",282517,"801-107227"
1974483,"PLANMEMBER SECURITIES CORPORATION",11869,"801-39177"
1960252,"OAK HILL ADVISORS, L.P.",125352,"801-62894"
1970412,"MESIROW FINANCIAL INVESTMENT MANAGEMENT, INC.",111135,"801-27047"
1927553,"BROOKFIELD ASSET MANAGEMENT PIC US, LLC",151599,"801-72031"
1961980,"UNION STREET PARTNERS LLC",156148,"801-72120"
1932878,"MAINLINE INVESTMENT ADVISERS, LLC",159045,"801-72761"
1970289,"OBRA CAPITAL MANAGEMENT, LLC.",155231,"801-71894"
1959811,"OAKTREE CAPITAL MANAGEMENT, L.P.",106793,"801-48923"
1939456,"ENDOWMENT WEALTH MANAGEMENT, INC.",108652,"801-112413"
1930335,"NORDWAND ADVISORS",322936,"801-126490"
1925877,"CAPRA CREDIT MANAGEMENT, LLC",281736,"801-114898"
1962524,"GOLDENTREE ASSET MANAGEMENT LP",112753,"801-58286"
1966805,"TINICUM INCORPORATED",157298,"801-74124"
