"FilingID","ReferenceID","SubreferenceID","Filing/Relying Adviser"
1988205,18077,4467,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,18077,14147,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,18077,3571,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,212384,125822,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,18077,3572,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,54251,118284,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,54251,14148,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,54251,10651,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,54251,14149,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,54251,10652,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,177670,117889,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,177670,122076,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,179956,118285,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,179956,118286,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,179956,118287,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,66669,113566,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,66669,13638,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,66669,14151,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,66669,13639,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,190394,122754,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,54251,10653,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,177670,117888,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,177670,117891,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,177670,117890,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,177670,117892,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,66669,13640,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,168063,118142,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,168063,118140,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,168063,118141,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,370475,145171,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,45329,146738,"VÄRDE PARTNERS EUROPE LIMITED"
1988205,50115,9314,"VARDE PARTNERS ASIA PTE. LTD."
1988205,247339,139749,"VARDE PARTNERS ASIA PTE. LTD."
1988205,247339,139750,"VARDE PARTNERS ASIA PTE. LTD."
1988205,280063,137089,"VARDE PARTNERS ASIA PTE. LTD."
1988205,280060,137087,"VARDE PARTNERS ASIA PTE. LTD."
1988205,280060,137088,"VARDE PARTNERS ASIA PTE. LTD."
1988205,54251,14149,"VARDE PARTNERS ASIA PTE. LTD."
1988205,54251,10652,"VARDE PARTNERS ASIA PTE. LTD."
1988205,177670,122076,"VARDE PARTNERS ASIA PTE. LTD."
1988205,179956,118285,"VARDE PARTNERS ASIA PTE. LTD."
1988205,179956,118286,"VARDE PARTNERS ASIA PTE. LTD."
1988205,179956,118287,"VARDE PARTNERS ASIA PTE. LTD."
1988205,66669,113566,"VARDE PARTNERS ASIA PTE. LTD."
1988205,66669,13638,"VARDE PARTNERS ASIA PTE. LTD."
1988205,66669,14151,"VARDE PARTNERS ASIA PTE. LTD."
1988205,66669,13639,"VARDE PARTNERS ASIA PTE. LTD."
1988205,190394,122754,"VARDE PARTNERS ASIA PTE. LTD."
1988205,177670,117888,"VARDE PARTNERS ASIA PTE. LTD."
1988205,177670,117891,"VARDE PARTNERS ASIA PTE. LTD."
1988205,177670,117889,"VARDE PARTNERS ASIA PTE. LTD."
1988205,177670,117890,"VARDE PARTNERS ASIA PTE. LTD."
1988205,177670,117892,"VARDE PARTNERS ASIA PTE. LTD."
1988205,66669,13640,"VARDE PARTNERS ASIA PTE. LTD."
1988205,168063,118142,"VARDE PARTNERS ASIA PTE. LTD."
1988205,168063,118140,"VARDE PARTNERS ASIA PTE. LTD."
1988205,168063,118141,"VARDE PARTNERS ASIA PTE. LTD."
1988205,50115,9313,"VARDE PARTNERS ASIA PTE. LTD."
1988205,50115,14150,"VARDE PARTNERS ASIA PTE. LTD."
1988205,54251,10653,"VARDE PARTNERS ASIA PTE. LTD."
1988205,247338,133269,"VARDE PARTNERS ASIA PTE. LTD."
1988205,247338,133270,"VARDE PARTNERS ASIA PTE. LTD."
1988205,247338,133271,"VARDE PARTNERS ASIA PTE. LTD."
1988205,190394,122755,"VARDE PARTNERS ASIA PTE. LTD."
1988205,190394,122756,"VARDE PARTNERS ASIA PTE. LTD."
1988205,66671,13641,"VARDE PARTNERS ASIA PTE. LTD."
1988205,66671,13642,"VARDE PARTNERS ASIA PTE. LTD."
1988205,66671,14152,"VARDE PARTNERS ASIA PTE. LTD."
1988205,193350,122078,"VARDE PARTNERS ASIA PTE. LTD."
1988205,314295,141955,"VARDE PARTNERS ASIA PTE. LTD."
1988205,247338,133272,"VARDE PARTNERS ASIA PTE. LTD."
1988205,247339,133274,"VARDE PARTNERS ASIA PTE. LTD."
1988205,282501,137379,"VARDE PARTNERS ASIA PTE. LTD."
1988205,212384,139745,"VARDE PARTNERS ASIA PTE. LTD."
1988205,247338,139748,"VARDE PARTNERS ASIA PTE. LTD."
1988205,309164,140998,"VARDE PARTNERS ASIA PTE. LTD."
1988205,314302,141959,"VARDE PARTNERS ASIA PTE. LTD."
1988205,314302,141960,"VARDE PARTNERS ASIA PTE. LTD."
1988205,314302,141961,"VARDE PARTNERS ASIA PTE. LTD."
1988205,314295,141958,"VARDE PARTNERS ASIA PTE. LTD."
1988205,18077,14146,"VARDE PARTNERS ASIA PTE. LTD."
1988205,18077,4467,"VARDE PARTNERS ASIA PTE. LTD."
1988205,314295,141956,"VARDE PARTNERS ASIA PTE. LTD."
1988205,212384,139746,"VARDE PARTNERS ASIA PTE. LTD."
1988205,212384,139747,"VARDE PARTNERS ASIA PTE. LTD."
1988205,267869,135723,"VARDE PARTNERS ASIA PTE. LTD."
1988205,267869,135724,"VARDE PARTNERS ASIA PTE. LTD."
1988205,247339,134759,"VARDE PARTNERS ASIA PTE. LTD."
1988205,243734,132466,"VARDE PARTNERS ASIA PTE. LTD."
1988205,212384,125822,"VARDE PARTNERS ASIA PTE. LTD."
1988205,212384,125823,"VARDE PARTNERS ASIA PTE. LTD."
1988205,177670,124236,"VARDE PARTNERS ASIA PTE. LTD."
1988205,204862,124085,"VARDE PARTNERS ASIA PTE. LTD."
1988205,204862,124086,"VARDE PARTNERS ASIA PTE. LTD."
1988205,18077,14147,"VARDE PARTNERS ASIA PTE. LTD."
1988205,18077,3571,"VARDE PARTNERS ASIA PTE. LTD."
1988205,18077,3572,"VARDE PARTNERS ASIA PTE. LTD."
1988205,54251,118284,"VARDE PARTNERS ASIA PTE. LTD."
1988205,54251,14148,"VARDE PARTNERS ASIA PTE. LTD."
1988205,54251,10651,"VARDE PARTNERS ASIA PTE. LTD."
1988205,370475,145171,"VARDE PARTNERS ASIA PTE. LTD."
1988205,45329,146738,"VARDE PARTNERS ASIA PTE. LTD."
1991674,217707,150685,"WESTBRIDGE CAPITAL MANAGEMENT, LLC"
1991674,217707,150684,"WESTBRIDGE CAPITAL MANAGEMENT, LLC"
1990452,358598,143580,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,252209,134016,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,251307,134007,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,251991,133981,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,251307,134013,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,166824,115717,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,166824,115716,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,251991,133975,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,251991,133976,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,9039,2309,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,209442,125271,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,9021,2305,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,9021,2304,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,62088,12615,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,62088,12616,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,66581,13632,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,66581,13633,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,9039,2310,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,186729,120313,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,186729,120314,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,209442,125273,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,209442,125272,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,251307,133872,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,251307,133873,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,251307,134011,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,251991,134014,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,251991,133980,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,251307,134009,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,251991,133979,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,316034,142187,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,316034,142188,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,316034,142186,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,316033,142183,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,316033,142184,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,316033,142185,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,486484,152849,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,486484,152850,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,486484,152851,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,486482,152848,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,486482,152847,"BAYVIEW FUND MANAGEMENT, LLC"
1990452,486482,152846,"BAYVIEW FUND MANAGEMENT, LLC"
