"FilingID","ReferenceID","Filing/Relying Adviser"
1997374,237918,"MONOMOY CAPITAL MANAGEMENT, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               237918
1997374,10721,"MONOMOY CAPITAL MANAGEMENT, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 10721
1997374,70427,"MONOMOY CAPITAL MANAGEMENT, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 70427
1997374,10712,"MONOMOY CAPITAL MANAGEMENT, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 10712
1997374,187715,"MONOMOY CAPITAL MANAGEMENT, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               187715
1997374,187720,"MONOMOY CAPITAL MANAGEMENT, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               187720
1997258,373803,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373803
1997258,373831,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373831
1997258,375261,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375261
1997258,375264,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375264
1997258,373817,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373817
1997258,373818,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373818
1997258,373819,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373819
1997258,375064,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375064
1997258,375099,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375099
1997258,375112,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375112
1997258,375130,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375130
1997258,375131,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375131
1997258,375142,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375142
1997258,374663,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374663
1997258,373879,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373879
1997258,373892,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373892
1997258,373906,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373906
1997258,375500,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375500
1997258,374014,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374014
1997258,374021,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374021
1997258,374980,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374980
1997258,375162,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375162
1997258,375166,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375166
1997258,375172,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375172
1997258,375236,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375236
1997258,455717,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         455717
1997258,375248,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375248
1997258,375278,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375278
1997258,455763,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         455763
1997258,455845,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         455845
1997258,457314,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         457314
1997258,457328,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         457328
1997258,458556,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         458556
1997258,459744,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         459744
1997258,460020,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         460020
1997258,374516,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374516
1997258,374739,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374739
1997258,374631,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374631
1997258,375242,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375242
1997258,375168,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375168
1997258,375259,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375259
1997258,375263,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375263
1997258,375277,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375277
1997258,373786,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373786
1997258,373871,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373871
1997258,454526,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         454526
1997258,454533,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         454533
1997258,465509,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         465509
1997258,375320,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375320
