"FilingID","ReferenceID","Name of Partner, etc."
1981548,485427,"BONSIDE ADVISOR, LLC"
1981548,485474,"BONSIDE ADVISOR, LLC"
1981548,370867,"BONSIDE ADVISOR, LLC"
1981548,370866,"BONSIDE ADVISOR, LLC"
1981548,370868,"BONSIDE ADVISOR, LLC"
1999165,199162,"GFS ENERGY GP, LLC"
1999165,218633,"GFS CONTANGO GP, LLC"
1999165,218648,"GFS MCEP GP, LLC"
1999165,190990,"GFS GLOBAL FAMILY GP, LLC"
2004033,36257,"SISU CAPITAL LIMITED"
2004033,34203,"SISU CAPITAL LIMITED"
1996769,229767,"AFI CAPITAL PARTNERS LLC"
1996769,210884,"AFI CAPITAL PARTNERS LLC"
1996769,265470,"AFI CAPITAL PARTNERS LLC"
1996769,265470,"AFI CAPITAL PARTNERS FUND II GP LLC"
1996769,229766,"AFI CAPITAL PARTNERS LLC"
1998902,246766,"CLAYMORE CAPITAL PARTNERS GP I-A, LLC"
1998902,246765,"CLAYMORE CAPITAL PARTNERS GP I, LLC"
1998902,292347,"CLAYMORE CAPITAL PARTNERS GP I, LLC"
1999835,422355,"PEAL CAPITAL PARTNERS FUND LIMITED"
1999835,422355,"ROBERT BURKE"
1999835,422355,"TARA MANDAL"
2005445,490455,"CARBON ECONOMY MANAGERS S.À R.L."
2005445,490455,"PATRICK CAMENISCH"
2005445,490455,"WAQAS KHAN"
2005445,490455,"POULINA SOLIMAN"
2005445,490455,"ONE FUND MANAGEMENT S.A."
2002699,489612,"BOOTHBAY HYBRID GP, LLC"
2003437,489629,"ANDREW GARRET YEAGER"
2004985,336530,"JETSTREAM MANAGEMENT, LLC"
2004985,336648,"CORUNDUM PARTNERS, INC."
2004985,336634,"CORUNDUM PARTNERS, INC."
2004985,378253,"CORUNDUM PARTNERS, INC."
2000501,437211,"MGX GP 4 RSC LTD"
2000501,437201,"MGX I DENALI GP LTD."
2000501,437199,"MGX FUND GP 1 RSC LTD"
2003886,489932,"NOVEMBER INDIA CO, LLC"
2006694,286309,"GCO MEMBER CO (CAYMAN) LTD."
2006694,30735,"ISSUER TRUSTEE - COMPUTERSHARE TRUST COMPANY OF CANADA"
2006694,30735,"INDENTURE TRUSTEE - BNY TRUST COMPANY OF CANADA"
2006704,286309,"GCO MEMBER CO (CAYMAN) LTD."
2006704,30735,"ISSUER TRUSTEE - COMPUTERSHARE TRUST COMPANY OF CANADA"
2006704,30735,"INDENTURE TRUSTEE - BNY TRUST COMPANY OF CANADA"
2006705,42336,"FRANCIS DROUGHT"
2006705,42336,"KAREN PROOTH"
2006705,42336,"TOM MCGRATH"
2006705,42336,"NICOLA GRENHAM"
2006705,42336,"JACQUELINE FLYNN"
2006705,42336,"BARRY O'DWYER"
2006705,250821,"SARA MORGAN (RETIRED EFFECTIVE SEPTEMBER 2023)"
2006705,250821,"BARRY O'DWYER"
2006705,250821,"THOMAS NUMMER"
2006705,250821,"DESMOND MURRAY"
2006705,250821,"WILLIAM ROBERTS"
2006705,250821,"PAUL FREEMAN"
2006705,214462,"MIDDLE MARKET SENIOR FUND GP S.A.R.L."
2006705,175748,"ARNOLD LEWIS SPRUIT"
2006705,175748,"ERVIN ZALJEVIC"
2006705,175748,"AUDREY LEWIS"
2006705,41687,"BARRY O'DWYER"
2006705,41687,"SARA MORGAN (RETIRED EFFECTIVE SEPTEMBER 2023)"
2006705,41687,"DESMOND MURRAY"
2006705,41687,"THOMAS NUMMER"
2006705,41687,"WILLIAM ROBERTS"
2006705,41687,"PAUL FREEMAN"
2006705,175743,"AUDREY LEWIS"
2006705,175743,"ARNOLD LEWIS SPRUIT"
2006705,175743,"JOANNE FITZGERALD"
2006705,41711,"THOMAS NUMMER"
2006705,41711,"BARRY O'DWYER"
2006705,41711,"SARA MORGAN (RETIRED EFFECTIVE SEPTEMBER 2023))"
2006705,41711,"PAUL FREEMAN"
2006705,41711,"DESMOND MURRAY"
2006705,41711,"WILLIAM ROBERTS"
2006705,41676,"DESMOND MURRAY"
2006705,41676,"SARA MORGAN (RETIRED EFFECTIVE SEPTEMBER 2023)"
2006705,41676,"BARRY O'DWYER"
2006705,41676,"PAUL FREEMAN"
2006705,41676,"THOMAS NUMMER"
2006705,41676,"WILLIAM ROBERTS"
2006705,42319,"FRANCIS DROUGHT"
2006705,42319,"JACQUELINE FLYNN"
2006705,42319,"NICOLA GRENHAM"
2006705,42319,"KAREN PROOTH"
2006705,42319,"TOM MCGRATH"
2006705,42319,"BARRY O'DWYER"
2006705,42301,"KAREN PROOTH"
2006705,42301,"FRANCIS DROUGHT"
2006705,42301,"TOM MCGRATH"
2006705,42301,"NICOLA GRENHAM"
2006705,42301,"BARRY O'DWYER"
2006705,42301,"JACQUELINE FLYNN"
2006705,41661,"BARRY O'DWYER"
2006705,41661,"SARA MORGAN (RETIRED EFFECTIVE SEPTEMBER 2023)"
2006705,41661,"PAUL FREEMAN"
2006705,41661,"DESMOND MURRAY"
2006705,41661,"THOMAS NUMMER"
2006705,41661,"WILLIAM ROBERTS"
2006705,42347,"TOM MCGRATH"
2006705,42347,"NICOLA GRENHAM"
2006705,42347,"JACQUELINE FLYNN"
2006705,42347,"FRANCIS DROUGHT"
2006705,42347,"KAREN PROOTH"
2006705,42347,"BARRY O'DWYER"
2006705,68657,"BLACKROCK ASSET MANAGEMENT  IRELAND LIMITED"
2006705,250822,"BARRY O'DWYER"
2006705,250822,"SARA MORGAN (RETIRED EFFECTIVE SEPTEMBER 2023)"
2006705,250822,"DESMOND MURRAY"
2006705,250822,"THOMAS NUMMER"
2006705,250822,"WILLIAM ROBERTS"
2006705,250822,"PAUL FREEMAN"
2006705,42243,"WILLIAM ROBERTS"
2006705,42243,"PAUL FREEMAN"
2006705,42243,"BARRY O'DWYER"
2006705,42243,"THOMAS NUMMER"
2006705,42243,"SARA MORGAN (RETIRED EFFECTIVE SEPTEMBER 2023)"
2006705,42243,"DESMOND MURRAY"
2006705,486415,"DESMOND MURRAY"
2006705,486415,"PAUL FREEMAN"
2006705,486415,"THOMAS NUMMER"
2006705,486415,"WILLIAM ROBERTS"
2006705,486415,"BARRY O'DWYER"
2006705,486415,"SARA MORGAN (RETIRED EFFECTIVE SEPTEMBER 2023)"
2006705,214461,"BLACKROCK EUROPE PROPERTY FUND V GP SARL"
2006705,214461,"ARNOLD LEWIS SPRUIT"
2006705,214461,"AUDREY LEWIS"
2006705,214461,"JOANNE FITZGERALD"
2006705,214461,"ANTHONY SUGRE"
2006705,201226,"SARA MORGAN (RETIRED EFFECTIVE SEPTEMBER 2023)"
2006705,201226,"BARRY O'DWYER"
2006705,201226,"THOMAS NUMMER"
2006705,201226,"DESMOND MURRAY"
2006705,201226,"PAUL FREEMAN"
2006705,201226,"WILLIAM ROBERTS"
2006705,175753,"ANTHONY SHIPPAM"
2006705,175753,"GORDON STEWART"
2006705,175753,"ERVIN ZALJEVIC"
2006705,175753,"GREGORY HARRISON"
2006705,42259,"FRANCIS DROUGHT"
2006705,42259,"NICOLA GRENHAM"
2006705,42259,"JACQUELINE FLYNN"
2006705,42259,"TOM MCGRATH"
2006705,42259,"KAREN PROOTH"
2006705,42259,"BARRY O'DWYER"
2006705,42288,"JACQUELINE FLYNN"
2006705,42288,"KAREN PROOTH"
2006705,42288,"FRANCIS DROUGHT"
2006705,42288,"NICOLA GRENHAM"
2006705,42288,"BARRY O'DWYER"
2006705,42288,"TOM MCGRATH"
2006705,41724,"WILLIAM ROBERTS"
2006705,41724,"BARRY O'DWYER"
2006705,41724,"SARA MORGAN (RETIRED EFFECTIVE SEPTEMBER 2023)"
2006705,41724,"PAUL FREEMAN"
2006705,41724,"THOMAS NUMMER"
2006705,41724,"DESMOND MURRAY"
2006705,42223,"BARRY O'DWYER"
2006705,42223,"SARA MORGAN (RETIRED EFFECTIVE SEPTEMBER 2023)"
2006705,42223,"DESMOND MURRAY"
2006705,42223,"PAUL FREEMAN"
2006705,42223,"THOMAS NUMMER"
2006705,42223,"WILLIAM ROBERTS"
2006705,214458,"IMAN SEBAA"
2006705,214458,"ANTHONY SUGRE"
2006705,214458,"ARNOLD LEWIS SPRUIT"
2006705,214458,"AUDREY LEWIS"
2005229,477844,"NEXUS NEUROTECH GP I, LLC"
2005229,418595,"NEXUS NEUROTECH GP I, LLC"
2005229,367645,"NEXUS NEUROTECH GP I, LLC"
2005229,477847,"NEXUS NEUROTECH GP I, LLC"
2005116,43966,"WINDMILL CAPITAL LLC"
2005116,43962,"WINDMILL CAPITAL LLC"
1994809,487540,"LAUDERDALE II GP SARL"
1994809,372845,"DTCP GROWTH EQUITY III GP S.À R.L."
1994809,206488,"DEUTSCHE TELEKOM CAPITAL PARTNERS FUND GMBH"
1994809,206488,"DEUTSCHE TELEKOM CAPITAL PARTNERS MANAGEMENT GMBH"
1994809,230484,"DEUTSCHE TELEKOM CAPITAL PARTNERS MANAGEMENT GMBH"
1994809,230484,"DEUTSCHE TELEKOM CAPITAL PARTNERS FUND GMBH"
1994809,206487,"DEUTSCHE TELEKOM CAPITAL PARTNERS MANAGEMENT GMBH"
1994809,206487,"DEUTSCHE TELEKOM CAPITAL PARTNERS FUND GMBH"
1994809,206489,"DEUTSCHE TELEKOM CAPITAL PARTNERS MANAGEMENT GMBH"
1994809,206489,"DEUTSCHE TELEKOM CAPITAL PARTNERS FUND GMBH"
2004556,309221,"AXA IM GLOBAL HEALTH GP S.À R.L."
2004556,310796,"AXA INVESTMENT MANAGERS, PARIS S.A."
2000711,48903,"PREETIE KOHLI VINODKUMAR"
2000711,48903,"AKASH PRAKASH"
2000711,48903,"AMEE PARIKH"
2000711,48903,"TAN KHENG LEE ARNOLD"
2000711,48903,"RAVI CHIDAMBARAM"
2003317,437709,"INSPIRE GLOBAL VENTURES FUND I GP, LLC"
1979930,422325,"RHONE VC LLC"
1985702,312360,"PILATUS CAPITAL GP I, LP"
1979930,486321,"RHONE VC LLC"
1979930,489959,"RHONE VC LLC"
1979930,489958,"RHONE VC LLC"
1979930,489960,"RHONE VC LLC"
1979930,484879,"RHONE VC LLC"
1979930,423178,"RHONE VC LLC"
1979930,422326,"RHONE VC LLC"
1979930,422327,"RHONE VC LLC"
1979930,422328,"RHONE VC LLC"
1979930,422324,"RHONE VC LLC"
1979930,422330,"RHONE VC LLC"
1979930,422329,"RHONE VC LLC"
1979930,424957,"RHONE VC LLC"
1979930,420528,"RHONE VC LLC"
1979930,424950,"RHONE VC LLC"
1979930,424948,"RHONE VC LLC"
1979930,424949,"RHONE VC LLC"
1979930,424947,"RHONE VC LLC"
1979930,424954,"RHONE VC LLC"
1979930,424955,"RHONE VC LLC"
1979930,424956,"RHONE VC LLC"
1979930,424953,"RHONE VC LLC"
1979930,422331,"RHONE VC LLC"
1979930,422322,"RHONE VC LLC"
1979930,489957,"RHONE VC LLC"
1979930,489961,"RHONE VC LLC"
1979930,484878,"RHONE VC LLC"
1979930,484877,"RHONE VC LLC"
2006155,489588,"TI PARTNERS MGR, LLC"
2006155,489596,"TI PARTNERS MGR, LLC"
2006597,490395,"GLENWOOD PRIVATE EQUITY III GP, LTD"
1999535,269569,"IL&FS INVESTMENT ADVISORS LLC, MANAGER"
2004278,490000,"FELLOWS FUND, LLC"
2004278,489999,"FELLOWS FUND, LLC"
1999826,362408,"P CAPITAL PARTNERS AB"
1999826,65638,"P CAPITAL PARTNERS AB"
1999826,358526,"P CAPITAL PARTNERS AB"
1999826,358518,"P CAPITAL PARTNERS AB"
2005569,40596,"CAPITAL RETURNS MANAGEMENT, LLC, MANAGER"
2005569,40596,"PHILIP HUGHES, DIRECTOR"
2005569,40596,"RONALD D. BOBMAN, DIRECTOR"
2005569,40596,"WILLIAM ULLMAN, DIRECTOR"
2002620,438268,"CVP NOLIMIT HOLDINGS II, LLC"
2002620,365915,"CVP NOLIMIT HOLDINGS, LLC"
2002620,365912,"CVP NOLIMIT HOLDINGS, LLC"
2002620,365913,"CVP NOLIMIT HOLDINGS, LLC"
2002620,438269,"CVP NOLIMIT HOLDINGS II, LLC"
2006759,248903,"NORBURY CAPITAL GP, LLC"
2001811,417551,"10K DAYS LLC"
2001811,474515,"10,000 DAYS CAPITAL MANAGEMENT LLC"
1999922,429277,"BEECH TREE GENERAL PARTNER II LLP"
1999922,429277,"BEECH TREE PE LLP (MANAGER)"
1999922,429277,"BEECH TREE GP II LIMITED"
1999922,249476,"BEECH TREE GENERAL PARTNER III LLP (GP 2)"
1999922,249476,"BEECH TREE PE LLP (MANAGER)"
1999922,249476,"BEECH TREE GP III LIMITED (GP 1)"
1999922,429279,"BEECH TREE GENERAL PARTNER IV LLP"
1999922,429279,"BEECH TREE PE LLP (MANAGER)"
1999922,429279,"BEECH TREE IV GP I LIMITED"
1999099,488286,"SHABEER KIRMANI"
1991888,487205,"BEV ENERGY TRANSITION FUND GP LLC"
1991659,487065,"SPRINTS KNIGHT GP LIMITED"
1996531,314443,"STEALTHPOINT FUND I GP, LLC"
1997435,488032,"MEMBER MANAGED WITH REGIONS BANK AS TRUSTEE FOR MEMBERS"
1977797,173747,"PAUL MOSS"
1977797,173747,"MICHAEL WOOD"
1977797,173747,"LIAM JONES"
1977797,173747,"MEZZANINE CAPITAL PARTNERS GP LIMITED"
1998812,288888,"VANGUARD INVESTMENTS CANADA INC."
1998812,288895,"VANGUARD INVESTMENTS CANADA INC."
1991659,487063,"SPRINTS II GROVE CO-INVESTMENT GP LIMITED"
1991659,487053,"SPRINTS ALLEN GP LIMITED"
1991659,487055,"SPRINTS ELLISON GP LIMITED"
1991659,487056,"SPRINTS II GP LIMITED"
1991659,487844,"SPRINTS CANDLER GP LIMITED"
1991659,487845,"SPRINTS FLINT GP LIMITED"
1991659,487064,"SPRINTS SCHULTZ GP LIMITED"
1991659,487066,"SPRINTS IV GP LIMITED"
1991659,487058,"SPRINTS TURNER GP LIMITED"
1991659,487057,"SPRINTS III GP LIMITED"
1991659,487072,"SPRINTS PAGE GP LIMITED"
1991659,487059,"SPRINTS SCHULTZ GP LIMITED"
1991659,487060,"SPRINTS II WAVE CO-INVESTMENT GP LIMITED"
1991659,487061,"SPRINTS II WALTON CO-INVESTMENT GP LIMITED"
1991659,487062,"SPRINTS MALONE GP LIMITED"
1991659,487859,"SPRINTS STONE GP LIMITED"
2001853,488786,"MICHAEL YEE (DIRECTOR)"
2001853,488786,"BCCM ADVISORS, LLC (GENERAL PARTNER)"
2001853,488786,"GARY KOHLER (DIRECTOR)"
2001853,195554,"BCCM ADVISORS, LLC (GENERAL PARTNER)"
2002081,212691,"NSV PARTNERS III LLC"
2002081,356932,"NSV PARTNERS III LLC"
2002081,60471,"NSV PARTNERS LLC"
2002081,255491,"NSV PARTNERS II LLC"
2002081,255036,"NSV PARTNERS III LLC"
2002081,42467,"NSV PARTNERS LLC"
2002081,41632,"NEW SCIENCE VENTURES LLC"
2002081,255039,"NSV PARTNERS II LLC"
2002081,200060,"NSV PARTNERS LLC"
2002081,188995,"NSV PARTNERS LLC"
2002081,60482,"NSV PARTNERS LLC"
2002081,42463,"NSV PARTNERS LLC"
2002081,59805,"NSV PARTNERS II, LLC"
2002081,176534,"NSV PARTNERS LLC"
2002081,41652,"NSV PARTNERS LLC"
2002081,176205,"NSV PARTNERS II LLC"
2002081,176566,"NSV PARTNERS LLC"
2002081,176570,"NSV PARTNERS LLC"
2002081,60465,"NSV PARTNERS LLC"
2002081,51958,"NSV PARTNERS LLC"
2002081,51968,"NSV PARTNERS LLC"
2002081,72644,"NSV PARTNERS LLC"
2002081,189009,"NSV PARTNERS LLC"
2002081,60474,"NSV PARTNERS LLC"
2002081,188998,"NSV PARTNERS LLC"
2002081,60478,"NSV PARTNERS LLC"
2002081,188997,"NSV PARTNERS LLC"
2002081,356939,"NSV PARTNERS II LLC"
2002081,337873,"NSV MANAGEMENT LLC"
2002081,189003,"NSV PARTNERS LLC"
2002081,41207,"NSV PARTNERS LLC"
2002081,41388,"NSV PARTNERS II, LLC"
2002081,41393,"NSV PARTNERS II, LLC"
2002081,41398,"NSV PARTNERS II, LLC"
2002081,188952,"NSV PARTNERS II LLC"
2002081,41289,"NSV PARTNERS LLC"
2002081,235356,"NSV PARTNERS III LLC"
2002081,235358,"NSV PARTNERS III LLC"
2002081,72668,"NSV PARTNERS LLC"
2002081,41293,"NSV PARTNERS LLC"
2002081,72662,"NSV PARTNERS LLC"
2002081,72666,"NSV PARTNERS LLC"
2002081,72652,"NSV PARTNERS LLC"
2002081,41381,"NSV PARTNERS II, LLC"
2002081,356938,"NSV PARTNERS II LLC"
2002081,72617,"NSV PARTNERS LLC"
2002081,51964,"NSV PARTNERS LLC"
2002081,219931,"NSV PARTNERS LLC"
2002081,41199,"NSV PARTNERS LLC"
2002081,212692,"NSV PARTNERS III LLC"
2002081,41333,"NSV PARTNERS LLC"
2002081,42455,"NSV PARTNERS LLC"
2002081,41327,"NSV PARTNERS LLC"
2002081,255033,"NSV PARTNERS III LLC"
2002081,288368,"NSV PARTNERS III LLC"
2002081,293986,"NSV PARTNERS II LLC"
2002081,242676,"NSV PARTNERS II LLC"
2002081,41642,"NSV PARTNERS LLC"
2002081,198724,"NSV PARTNERS II LLC"
2002081,41193,"NSV PARTNERS LLC"
2002081,51965,"NSV PARTNERS LLC"
2002081,27474,"NSV PARTNERS LLC"
2002081,72609,"NSV PARTNERS LLC"
2002081,423281,"NSV PARTNERS III LLC"
2002081,176569,"NSV PARTNERS LLC"
2002081,42461,"NSV PARTNERS LLC"
2002081,255494,"NSV PARTNERS II LLC"
2002081,176547,"NSV PARTNERS LLC"
2002081,176564,"NSV PARTNERS LLC"
2002081,60488,"NSV PARTNERS LLC"
2002081,176562,"NSV PARTNERS LLC"
2002081,41653,"NSV PARTNERS LLC"
2002081,59809,"NSV PARTNERS II, LLC"
2002081,51973,"NSV PARTNERS LLC"
2002081,189001,"NSV PARTNERS LLC"
2002081,242672,"NSV PARTNERS LLC"
2002081,242684,"NSV PARTNERS LLC"
2002081,41316,"NSV PARTNERS LLC"
2002081,212689,"NSV PARTNERS II LLC"
2002081,212693,"NSV PARTNERS III LLC"
2002081,197641,"NSV PARTNERS LLC"
2002081,197632,"NSV PARTNERS LLC"
2002081,189006,"NSV PARTNERS LLC"
2002081,42466,"NSV PARTNERS LLC"
2002081,51970,"NSV PARTNERS LLC"
2002081,68945,"NSV PARTNERS II LLC"
2002081,60475,"NSV PARTNERS LLC"
2002081,40921,"NSV PARTNERS LLC"
2002081,41646,"NSV PARTNERS LLC"
2002081,176563,"NSV PARTNERS LLC"
2002081,198729,"NSV PARTNERS II LLC"
2002081,72606,"NSV PARTNERS LLC"
2002081,176559,"NSV PARTNERS LLC"
2002081,72572,"NSV PARTNERS LLC"
2002081,60484,"NSV PARTNERS LLC"
2002081,41649,"NSV PARTNERS LLC"
2002081,198348,"NSV PARTNERS II LLC"
2002081,176568,"NSV PARTNERS LLC"
2002081,60486,"NSV PARTNERS LLC"
2002081,60483,"NSV PARTNERS LLC"
2002081,255495,"NSV PARTNERS II LLC"
2002081,68947,"NSV PARTNERS II LLC"
2002081,41648,"NSV PARTNERS LLC"
2002081,255493,"NSV PARTNERS II LLC"
2002081,198429,"NSV PARTNERS II LLC"
2002081,72642,"NSV PARTNERS LLC"
2002081,189008,"NSV PARTNERS LLC"
2002081,72608,"NSV PARTNERS LLC"
2001729,234803,"CAPITAL Q MANAGEMENT LLC"
2001729,252719,"CAPITAL Q MANAGEMENT LLC"
2001408,256790,"SWAN HOSPITALITY 3 GP LLC"
2001408,214114,"SWAN & LEGEND FUND 4 GP, LLC"
2001408,170071,"SWAN & LEGEND FUND 3 GP, LLC"
2001408,69500,"SWAN & LEGEND VENTURE MANAGEMENT, LLC"
2001408,480199,"SWAN HOSPITALITY 3 GP LLC"
2001408,480170,"SWAN HOSPITALITY 3 GP LLC"
2000375,364941,"JOSHUA BELL"
2000375,364941,"HAAKON OVERLI"
2000375,364941,"NORMAN FIORE"
2000375,364941,"DAWN CAPITAL III (SO) GP SCSP"
2000375,364941,"EVGENIA PLOTNIKOVA"
2000375,364939,"JOSHUA BELL"
2000375,364939,"HAAKON OVERLI"
2000375,364939,"NORMAN FIORE"
2000375,364939,"DAWN CAPITAL V GP SCSP"
2000375,364939,"EVGENIA PLOTNIKOVA"
2000375,269337,"NORMAN FIORE"
2000375,269337,"DAWN CAPITAL II (SO) GP SCSP"
2000375,269337,"HAAKON OVERLI"
2000375,269337,"JOSHUA BELL"
2000375,269337,"EVGENIA PLOTNIKOVA"
2000375,269336,"NORMAN FIORE"
2000375,269336,"DAWN CAPITAL IV GP SCSP"
2000375,269336,"HAAKON OVERLI"
2000375,269336,"JOSHUA BELL"
2000375,269336,"EVGENIA PLOTNIKOVA"
2000375,269718,"EVGENIA PLOTNIKOVA"
2000375,269718,"HAAKON OVERLI"
2000375,269718,"JOSHUA BELL"
2000375,269718,"DAWN CAPITAL GP LLP"
2000375,269718,"NORMAN FIORE"
2000375,227582,"EVGENIA PLOTNIKOVA"
2000375,227582,"NORMAN FIORE"
2000375,227582,"DAWN CAPITAL II GP LLP"
2000375,227582,"HAAKON OVERLI"
2000375,227582,"JOSHUA BELL"
2000375,227586,"NORMAN FIORE"
2000375,227586,"DAWN CAPITAL (SO) GP LLP"
2000375,227586,"HAAKON OVERLI"
2000375,227586,"JOSHUA BELL"
2000375,227586,"EVGENIA PLOTNIKOVA"
2000375,227584,"NORMAN FIORE"
2000375,227584,"DAWN CAPITAL III GP LLP"
2000375,227584,"HAAKON OVERLI"
2000375,227584,"JOSHUA BELL"
2000375,227584,"EVGENIA PLOTNIKOVA"
1995312,401104,"LATTICE CAPITAL GP LLC"
