"FilingID","Full Legal Name","CIK Number"
1978440,"PRINCIPAL FINANCIAL GROUP",1126328
1978423,"ALLIANCEBERNSTEIN L.P.",1109448
1978423,"EQUITABLE HOLDINGS, INC.",727920
1978423,"ALLIANCEBERNSTEIN HOLDING LP",825313
1980007,"DEUTSCHE BANK AG",948046
1982774,"BLACKROCK, INC.",2012383
1982898,"BANK OF AMERICA CORPORATION",70858
1977511,"JPMORGAN CHASE & CO.",19617
1975557,"AFFILIATED MANAGERS GROUP, INC.",1004434
1978318,"BANK OF AMERICA CORPORATION",70858
1978438,"BANK OF AMERICA CORPORATION",70858
1982973,"ROYAL BANK OF CANADA",1000275
1975777,"NOMURA HOLDINGS, INC. (FORMERLY THE NOMURA SECURITIES CO., LTD.)",1163653
1975826,"NOMURA HOLDINGS, INC. (FORMERLY NAMED THE NOMURA SECURITIES CO., LTD.)",1163653
1976987,"BLACKSTONE INC.",1393818
1977044,"BLACKSTONE INC.",1393818
1977047,"BLACKSTONE INC.",1393818
1977103,"CANADIAN IMPERIAL BANK OF COMMERCE",16847
1984330,"JPMORGAN CHASE & CO.",19617
1981900,"MARKEL GROUP INC.",1096343
1977279,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",67088
1985290,"BLACKSTONE INC.",1393818
1974981,"APOLLO GLOBAL MANAGEMENT, INC.",1858681
1974981,"APOLLO ASSET MANAGEMENT, INC.",1411494
1982044,"NBT BANCORP INC.",790359
1982046,"NASDAQ, INC.",1120193
1979490,"GALLAGHER BENEFIT SERVICES, INC",1527782
1979490,"GALLAGHER FIDUCIARY ADVISORS, LLC",1527781
1980104,"THE JONES FINANCIAL COMPANIES, L.L.L.P.",815917
1977722,"THE BANK OF NEW YORK MELLON CORPORATION",1390777
1975698,"ATLANTIC UNION BANKSHARES CORP",883948
1956027,"JPMORGAN CHASE & CO",19617
1982392,"PRUDENTIAL FINANCIAL, INC.",113777
1974031,"DIGITALBRIDGE GROUP, INC.",1679688
1977206,"WENDEL S.E.",1721938
1984814,"OPPENHEIMER HOLDINGS INC.",791963
1976572,"U.S. BANCORP",36104
1976753,"PNC FINANCIAL SERVICES GROUP, INC",713676
1981059,"WENDEL S.E.",1721938
1983340,"JPMORGAN CHASE & CO.",19617
1982554,"MIZUHO FINANCIAL GROUP, INC.",1512734
1982554,"DAI-ICHI LIFE HOLDINGS, INC.",948518
1985623,"SUN LIFE FINANCIAL INC",1097362
1983964,"DEUTSCHE BANK AG",948046
1986216,"B.RILEY FINANCIAL INC.",1464790
1985854,"P10, INC.",1841968
1975436,"T. ROWE PRICE GROUP, INC.",1113169
1986402,"SUN LIFE FINANCIAL INC.",1097362
1984869,"AON PLC",1808065
1979591,"EAST WEST BANCORP INC",1069157
1976109,"CANADIAN IMPERIAL BANK OF COMMERCE",16847
1976186,"WELLS FARGO AND COMPANY",105598
1972265,"JEFFERIES FINANCIAL GROUP INC",96223
1979178,"RAYMOND JAMES FINANCIAL",720005
1980929,"PRIMERICA, INC.",147592
1973743,"PRUDENTIAL FINANCIAL, INC",1137774
1977545,"NOMURA HOLDINGS, INC. (FORMERLY THE NOMURA SECURITIES CO., LTD.)",1163653
1975168,"TPG INC",18806
1975315,"THE BALDWIN INSURANCE GROUP, INC.",1781755
1965312,"VICTORY CAPITAL HOLDINGS, INC.",157082
1975534,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",67088
1979844,"BROOKFIELD ASSET MANAGEMENT",1937926
1979844,"BROOKFIELD CORPORATION",1001085
1977893,"ALLIANCEBERNSTEIN L.P.",1109448
1982066,"THE BANK OF NEW YORK MELLON CORPORATION",1497973
1980524,"FIRST CITIZENS BANCSHARES, INC.",798941
1978302,"JEFFERIES FINANCIAL GROUP INC.",96226
1978846,"WESTWOOD HOLDINGS GROUP, INC.",1165002
1978875,"POPULAR, INC.",763901
1978844,"POPULAR INC.",763901
1984235,"P10 INDUSTRIES, INC.",104443
1982257,"ALLIANCEBERNSTEIN HOLDING L.P.",825313
1982257,"EQUITABLE HOLDINGS, INC.",727920
1979037,"EQUITABLE FINANCIAL, INC",888002
1979037,"EQUITABLE HOLDINGS, INC",1333986
1977518,"MARKEL GROUP",1096343
1974186,"PRUDENTIAL FINANCIAL, INC.",1137774
1975987,"THE BANK OF NEW YORK MELLON CORPORATION",1390777
1983286,"MERCHANTS BANCORP",740665
1983461,"MIDLAND STATES BANCORP, INC.",1466026
1983422,"NOMURA HOLDINGS, INC.",1163653
1975163,"HAMILTON LANE INC",1433642
1975306,"SUN LIFE FINANCIAL INC.",1097362
1975375,"THE GOLDMAN SACHS GROUP, INC.",886982
1975411,"COMMUNITY BANK N. A.",723188
1977431,"BUSINESS FIRST BANCSHARES, INC.",1624322
1977870,"METLIFE, INC.",109921
1975521,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",67088
1979874,"ROYAL BANK OF CANADA",1000275
1979957,"INVESCO LIMITED",914208
1983755,"VIRTUS INVESTMENT PARTNERS, INC.",883237
1984461,"MR. COOPER GROUP INC.",933136
1976511,"FRANKLIN RESOURCES, INC.",38777
1963288,"DYNASTY WEALTH MANAGEMENT",1727599
1983366,"BLACKROCK, INC.",1364742
1925719,"DAIWA SECURITIES GROUP INC.",1481045
1976575,"U.S. BANCORP",36104
1976725,"THE CHARLES SCHWAB CORPORATION",316709
1977218,"WENDEL S.E.",1721938
1984733,"WENDEL S.E.",1721938
1981624,"PIPER SANDLER COMPANIES",1230245
1982433,"ALLIANCEBERNSTEIN HOLDING L.P.",825313
1982433,"EQUITABLE HOLDINGS, INC.",727920
1981218,"UWHARRIE CAPITAL CORP",898171
1983138,"DEUTSCHE BANK AG",948046
1985976,"SUN LIFE FINANCIAL INC.",109762
1984244,"DEUTSCHE BANK AG",948046
1986224,"P10 INC.",1841968
1986363,"BLACKROCK, INC.",2012383
1976084,"STIFEL FINANCIAL CORP",720672
1985519,"CI FINANCIAL CORP.",1829948
1985673,"ALLIANCEBERNSTEIN HOLDING L.P.",825313
1985673,"EQUITABLE HOLDINGS, INC.",727920
1977685,"BLUE OWL CAPITAL INC.",1823945
1975073,"WELLS FARGO AND COMPANY",105598
1983933,"DETUSCHE BANK AG",948046
1981544,"FRANKLIN RESOURCES, INC",38777
1976275,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1985963,"BLUE OWL CAPITAL INC.",1823945
1984275,"DEUTSCHE BANK AG",948046
1984229,"DEUTSCHE BANK AG",948046
1974999,"PRINCIPAL FINANCIAL GROUP, INC",1126328
1975235,"BLACKROCK, INC.",2012383
1981530,"FRANKLIN RESOURCES, INC.",38777
1981136,"COMMUNITY BANK SYSTEM, INC",723188
1981238,"HSBC HOLDINGS PLC",108913
1978258,"FEDERATED HERMES INC",1056288
1978327,"VOYA FINANCIAL, INC.",1535929
1978345,"VOYA FINANCIAL INC.",1535929
1978465,"BANK OF AMERICA CORPORATION",70858
1977271,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",67088
1975738,"BROOKFIELD CORP",1001085
1975738,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1976590,"THE BANK OF NEW YORK MELLON CORPORATION",1390777
1976633,"BANK OF AMERICA CORPORATION",70858
1976524,"WSFS FINANCIAL CORP.",828944
1977484,"VAN CLEMENS FINANCIAL CORPORATION",297362
1977567,"FIFTH THIRD BANCORP",35527
1977660,"FLAGSTAR FINANCIAL, INC. (FORMALLY, NEW YORK COMMUNITY BANK)",910073
1976808,"BRIDGE INVESTMENT GROUP HOLDINGS INC.",1854401
1976809,"SUN LIFE FINANCIAL INC.",1097362
1981721,"GALLAGHER BENEFIT SERVICES, INC",1527782
1981721,"GALLAGHER FIDUCIARY ADVISORS, LLC",1527781
1977767,"VICTORY CAPITAL HOLDINGS, INC.",157082
