"FilingID","ReferenceID","Filing/Relying Adviser"
2002071,375502,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375502
2002071,375505,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375505
2002071,375507,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375507
2002071,375827,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375827
2002071,375902,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375902
2002071,375922,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375922
2002071,376084,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         376084
2002071,373858,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373858
2002071,373931,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373931
2002071,373932,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373932
2002071,373925,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373925
2002071,373927,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373927
2002071,374003,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374003
2002071,374015,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374015
2002071,374041,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374041
2002071,376070,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         376070
2002071,374713,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374713
2002071,374718,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374718
2002071,374749,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374749
2002071,376086,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         376086
2002071,374875,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374875
2002071,374886,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374886
2002071,374899,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374899
2002071,374959,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374959
2002071,374962,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374962
2002071,375011,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375011
2002071,375127,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375127
2002071,375133,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375133
2002071,375135,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375135
2002071,374084,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374084
2002071,374614,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374614
2002071,374654,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374654
2002071,374655,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374655
2002071,374696,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374696
2002071,374917,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374917
2002071,374660,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374660
2002071,374672,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374672
2002071,374675,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374675
2002071,374679,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374679
2002071,374768,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374768
2002071,374688,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374688
2002071,374732,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374732
2002071,374758,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374758
2002071,374776,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374776
2002071,374901,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374901
2002071,375096,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375096
2002071,374612,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374612
2002071,373890,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373890
2002071,373893,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373893
2002071,375136,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375136
2002071,375160,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375160
2002071,374691,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374691
2002071,374692,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374692
2002071,374717,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374717
2002071,373887,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         373887
2002071,375192,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375192
2002071,374741,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374741
2002071,374842,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374842
2002071,375069,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375069
2002071,375171,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375171
2002071,375221,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375221
2002071,375316,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375316
2002071,375720,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375720
2002071,375750,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375750
2002071,375929,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375929
2002071,375241,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375241
2002071,374805,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374805
2002071,374634,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374634
2002071,374788,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374788
2002071,374949,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374949
2002071,374985,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         374985
2002071,375453,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375453
2002071,375575,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375575
2002071,375576,"ICAPITAL ADVISORS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         375576
