FilingID,Initial SEC Registration Request,Annual Updating Amendment for Registered Adviser,Other-Than Anual Amendment For Registered Adviser,Initial State Registration Request,Initial SEC ERA Report,Annual Updating Amendment ERA Report,Other-Than Annual Amendment ERA Report,Initial State ERA Report,Final State ERA Report, Final SEC ERA Report,Annual Updating Amendment Fiscal Year
1925065,"","Y","","","","","","","","",2024
1925066,"","","Y","","","","","","","",
1925130,"","","","","","Y","","","","",2024
1925146,"","Y","","","","","","","","",2024
1925162,"","","","","","Y","","","","",2024
1925191,"","Y","","","","","","","","",2024
1925217,"","","","","","Y","","","","",2024
1925243,"","Y","","","","","","","","",2024
1925255,"","","","","","Y","","Y","","",2024
1925263,"","Y","","","","","","","","",2024
1925265,"","Y","","","","","","","","",2024
1925305,"","Y","","","","","","","","",2024
1925333,"","Y","","","","","","","","",2024
1925357,"","Y","","","","","","","","",2024
1925365,"","Y","","","","","","","","",2024
1925373,"","Y","","","","","","","","",2024
1925397,"","Y","","","","","","","","",2024
1925429,"","Y","","","","","","","","",2024
1925434,"","Y","","","","","","","","",2024
1925451,"","Y","","","","","","","","",2024
1925459,"","Y","","","","","","","","",2024
1925460,"","Y","","","","","","","","",2024
1925463,"","Y","","","","","","","","",2024
1925468,"","Y","","","","","","","","",2024
1925474,"","","","","Y","","","Y","","",
1925506,"","Y","","","","","","","","",2024
1925509,"","","Y","","","","","","","",
1925511,"","Y","","","","","","","","",2024
1925514,"","Y","","","","","","","","",2024
1925518,"","Y","","","","","","","","",2024
1925553,"","Y","","","","","","","","",2024
1925562,"","Y","","","","","","","","",2024
1925603,"","","","","","Y","","","","",2024
1925613,"","","Y","","","","","","","",
1925641,"","Y","","","","","","","","",2024
1925645,"","Y","","","","","","","","",2024
1925689,"","Y","","","","","","","","",2024
1925724,"","Y","","","","","","","","",2024
1925742,"","Y","","","","","","","","",2024
1925749,"","Y","","","","","","","","",2024
1925781,"","","","","Y","","","","","",
1925800,"","Y","","","","","","","","",2024
1925801,"","Y","","","","","","","","",2024
1925829,"","Y","","","","","","","","",2024
1925877,"","Y","","","","","","","","",2024
1925880,"","Y","","","","","","","","",2024
1925908,"","Y","","","","","","","","",2024
1925914,"","Y","","","","","","","","",2024
1925951,"","Y","","","","","","","","",2024
1925997,"","Y","","","","","","","","",2024
1926033,"","Y","","","","","","","","",2024
1926073,"","Y","","","","","","","","",2024
1926074,"","Y","","","","","","","","",2024
1926112,"","Y","","","","","","","","",2024
1926172,"","","Y","","","","","","","",
1926174,"","Y","","","","","","","","",2024
1926175,"","Y","","","","","","","","",2024
1926187,"","Y","","","","","","","","",2024
1926209,"","Y","","","","","","","","",2024
1926219,"","Y","","","","","","","","",2024
1926220,"","Y","","","","","","","","",2024
1926253,"","Y","","","","","","","","",2024
1926259,"","Y","","","","","","","","",2024
1926264,"","Y","","","","","","","","",2024
1926269,"","Y","","","","","","","","",2024
1926271,"","Y","","","","","","","","",2024
1926280,"","","Y","","","","","","","",
1926309,"","Y","","","","","","","","",2024
1926313,"","Y","","","","","","","","",2024
1926315,"","Y","","","","","","","","",2024
1926333,"","Y","","","","","","","","",2024
1926334,"","Y","","","","","","","","",2024
1926342,"","Y","","","","","","","","",2024
1926384,"","Y","","","","","","","","",2024
1926387,"","Y","","","","","","","","",2024
1926405,"","Y","","","","","","","","",2024
1926414,"","Y","","","","","","","","",2024
1926415,"","Y","","","","","","","","",2024
1926423,"","Y","","","","","","","","",2024
1926428,"","Y","","","","","","","","",2024
1926454,"","Y","","","","","","","","",2024
1926471,"","Y","","","","","","","","",2024
1926480,"","Y","","","","","","","","",2024
1926482,"","Y","","","","","","","","",2024
1926485,"","Y","","","","","","","","",2024
1926488,"","Y","","","","","","","","",2024
1926498,"","Y","","","","","","","","",2024
1926500,"","Y","","","","","","","","",2024
1926503,"","Y","","","","","","","","",2024
1926504,"","","","","","Y","","","","",2024
1926510,"","Y","","","","","","","","",2024
1926519,"","Y","","","","","","","","",2024
1926522,"","Y","","","","","","","","",2024
1926547,"","Y","","","","","","","","",2024
1926548,"","Y","","","","","","","","",2024
1926549,"","Y","","","","","","","","",2024
1926551,"","Y","","","","","","","","",2024
1926552,"","Y","","","","","","","","",2024
1926553,"","Y","","","","","","","","",2024
1926554,"","Y","","","","","","","","",2024
1926557,"","Y","","","","","","","","",2024
1926561,"","Y","","","","","","","","",2024
1926603,"","Y","","","","","","","","",2024
1926612,"","Y","","","","","","","","",2024
1926620,"","Y","","","","","","","","",2024
1926638,"","Y","","","","","","","","",2024
1926654,"","Y","","","","","","","","",2024
1926655,"","","","","Y","","","","","",
1926670,"","Y","","","","","","","","",2024
1926673,"","","","","","Y","","","","",2024
1926693,"","Y","","","","","","","","",2024
1926702,"","","","","","Y","","","","",2024
1926715,"","Y","","","","","","","","",2024
1926727,"","","","","","Y","","","","",2024
1926728,"","Y","","","","","","","","",2024
1926729,"","Y","","","","","","","","",2024
1926745,"","Y","","","","","","","","",2024
1926752,"","Y","","","","","","","","",2024
1926759,"","","Y","","","","","","","",
1926764,"","Y","","","","","","","","",2024
1926767,"","Y","","","","","","","","",2024
1926768,"","Y","","","","","","","","",2024
1926789,"","Y","","","","","","","","",2024
1926795,"","Y","","","","","","","","",2024
1926814,"","","","","","Y","","","","",2024
1926820,"","Y","","","","","","","","",2024
1926835,"","Y","","","","","","","","",2024
1926841,"","Y","","","","","","","","",2024
1926901,"","","","","","Y","","","","",2024
1926905,"","Y","","","","","","","","",2024
1926917,"","Y","","","","","","","","",2024
1926931,"","Y","","","","","","","","",2024
1926937,"","Y","","","","","","","","",2024
1926954,"","Y","","","","","","","","",2024
1926990,"","Y","","","","","","","","",2024
1926993,"","Y","","","","","","","","",2024
1927025,"","","Y","","","","","","","",
1927049,"","Y","","","","","","","","",2024
1927058,"","Y","","","","","","","","",2024
1927065,"","Y","","","","","","","","",2024
1927066,"","Y","","","","","","","","",2024
1927067,"","Y","","","","","","","","",2024
1927070,"","Y","","","","","","","","",2024
1927083,"","","","","","Y","","","","",2024
1927086,"","Y","","","","","","","","",2024
1927096,"","Y","","","","","","","","",2024
1927098,"","Y","","","","","","","","",2024
1927113,"","","Y","","","","","","","",
1927131,"","Y","","","","","","","","",2024
1927136,"","Y","","","","","","","","",2024
1927152,"","Y","","","","","","","","",2024
1927154,"","Y","","","","","","","","",2024
1927155,"","Y","","","","","","","","",2024
1927163,"","Y","","","","","","","","",2024
1927178,"","Y","","","","","","","","",2024
1927182,"","Y","","","","","","","","",2024
1927185,"","Y","","","","","","","","",2024
1927194,"","Y","","","","","","","","",2024
1927214,"","Y","","","","","","","","",2024
1927220,"","Y","","","","","","","","",2024
1927225,"","Y","","","","","","","","",2024
1927237,"","Y","","","","","","","","",2024
1927251,"","Y","","","","","","","","",2024
1927260,"","Y","","","","","","","","",2024
1927261,"","Y","","","","","","","","",2024
1927264,"","Y","","","","","","","","",2024
1927273,"","Y","","","","","","","","",2024
1927275,"","Y","","","","","","","","",2024
1927277,"","Y","","","","","","","","",2024
1927278,"","Y","","","","","","","","",2024
1927281,"","Y","","","","","","","","",2024
1927283,"","Y","","","","","","","","",2024
1927296,"","Y","","","","","","","","",2024
1927299,"","","","","","Y","","","","",2024
1927302,"","Y","","","","","","","","",2024
1927305,"","Y","","","","","","","","",2024
1927309,"","Y","","","","","","","","",2024
1927310,"","Y","","","","","","","","",2024
1927312,"","Y","","","","","","","","",2024
1927315,"","Y","","","","","","","","",2024
1927320,"","Y","","","","","","","","",2024
1927362,"","Y","","","","","","","","",2024
1927414,"","Y","","","","","","","","",2024
1927452,"","Y","","","","","","","","",2024
1927455,"","Y","","","","","","","","",2024
1927470,"","Y","","","","","","","","",2024
1927483,"","Y","","","","","","","","",2024
1927489,"","Y","","","","","","","","",2024
1927522,"","Y","","","","","","","","",2024
1927545,"","Y","","","","","","","","",2024
1927549,"","Y","","","","","","","","",2024
1927553,"","Y","","","","","","","","",2024
1927559,"","Y","","","","","","","","",2024
1927587,"","Y","","","","","","","","",2024
1927594,"","Y","","","","","","","","",2024
1927599,"","Y","","","","","","","","",2024
1927600,"","Y","","","","","","","","",2024
1927616,"","Y","","","","","","","","",2024
1927626,"","Y","","","","","","","","",2024
1927641,"","","","","Y","","","","","",
1927661,"","Y","","","","","","","","",2024
1927672,"","Y","","","","","","","","",2024
1927690,"","Y","","","","","","","","",2024
1927694,"","Y","","","","","","","","",2024
1927711,"","","","","","Y","","","","",2024
1927732,"","Y","","","","","","","","",2024
1927740,"","Y","","","","","","","","",2024
1927756,"","Y","","","","","","","","",2024
1927768,"","Y","","","","","","","","",2024
1927771,"","Y","","","","","","","","",2024
1927778,"","Y","","","","","","","","",2024
1927804,"","Y","","","","","","","","",2024
1927837,"","Y","","","","","","","","",2024
1927851,"","Y","","","","","","","","",2024
1927858,"","Y","","","","","","","","",2024
1927866,"","","","","","","","","","Y",
1927869,"","","","","","Y","","","","",2024
1927903,"","Y","","","","","","","","",2024
1927913,"","Y","","","","","","","","",2024
1927916,"","Y","","","","","","","","",2024
1927941,"","","","","","Y","","","","",2024
1927956,"","Y","","","","","","","","",2024
1927960,"","Y","","","","","","","","",2024
1928018,"","Y","","","","","","","","",2024
1928048,"","Y","","","","","","","","",2024
1928062,"","Y","","","","","","","","",2024
1928079,"Y","","","","","","","","","",
1928088,"","Y","","","","","","","","",2024
1928109,"Y","","","","","","","","","Y",
1928138,"","Y","","","","","","","","",2024
1928166,"","","","","","Y","","","","",2024
1928195,"","Y","","","","","","","","",2024
1928209,"","Y","","","","","","","","",2024
1928210,"","","Y","","","","","","","",
1928218,"","Y","","","","","","","","",2024
1928225,"","Y","","","","","","","","",2024
1928239,"","Y","","","","","","","","",2024
1928241,"","Y","","","","","","","","",2024
1928245,"Y","","","","","","","","","",
1928252,"","Y","","","","","","","","",2024
1928282,"","Y","","","","","","","","",2024
1928285,"","Y","","","","","","","","",2024
1928293,"","Y","","","","","","","","",2024
1928297,"","Y","","","","","","","","",2024
1928309,"","Y","","","","","","","","",2024
1928323,"","Y","","","","","","","","",2024
1928352,"","Y","","","","","","","","",2024
1928355,"","Y","","","","","","","","",2024
1928367,"","","Y","","","","","","","",
1928380,"","","","","","Y","","","","",2024
1928386,"","Y","","","","","","","","",2024
1928402,"","Y","","","","","","","","",2024
1928430,"","Y","","","","","","","","",2024
1928438,"","Y","","","","","","","","",2024
1928451,"","Y","","","","","","","","",2024
1928465,"","Y","","","","","","","","",2024
1928472,"","Y","","","","","","","","",2024
1928476,"","","","","","Y","","","","",2024
1928494,"","Y","","","","","","","","",2024
1928498,"","Y","","","","","","","","",2024
1928509,"","Y","","","","","","","","",2024
1928515,"","Y","","","","","","","","",2024
1928519,"","Y","","","","","","","","",2024
1928520,"","","","","","Y","","","","",2024
1928554,"","Y","","","","","","","","",2024
1928558,"","Y","","","","","","","","",2024
1928561,"","Y","","","","","","","","",2024
1928565,"","Y","","","","","","","","",2024
1928567,"","","","","","Y","","","","",2024
1928577,"","","","","","Y","","","","",2024
1928578,"","","","","","Y","","","","",2024
1928583,"","Y","","","","","","","","",2024
1928594,"","","","","","Y","","","","",2024
1928599,"","Y","","","","","","","","",2024
1928601,"","","","","","Y","","","","",2024
1928602,"","Y","","","","","","","","",2024
1928615,"","Y","","","","","","","","",2024
1928620,"","Y","","","","","","","","",2024
1928636,"","Y","","","","","","","","",2024
1928638,"","Y","","","","","","","","",2024
1928642,"","","","","","Y","","","","",2024
1928644,"","Y","","","","","","","","",2024
1928662,"","Y","","","","","","","","",2024
1928670,"","Y","","","","","","","","",2024
1928680,"","Y","","","","","","","","",2024
1928691,"","Y","","","","","","","","",2024
1928693,"","Y","","","","","","","","",2024
1928720,"Y","","","","","","","","","",
1928760,"","Y","","","","","","","","",2024
1928802,"","Y","","","","","","","","",2024
1928804,"","Y","","","","","","","","",2024
1928808,"","Y","","","","","","","","",2024
1928818,"","Y","","","","","","","","",2024
1928826,"","Y","","","","","","","","",2024
1928837,"","Y","","","","","","","","",2024
1928871,"","Y","","","","","","","","",2024
1928890,"","Y","","","","","","","","",2024
1928892,"","","","","","Y","","","","",2024
1928895,"","Y","","","","","","","","",2024
1928896,"","","","","","Y","","","","",2024
1928910,"","Y","","","","","","","","",2024
1928914,"","Y","","","","","","","","",2024
1928922,"","","","","","Y","","","","",2024
1928929,"","Y","","","","","","","","",2024
1928930,"","Y","","","","","","","","",2024
1928953,"","Y","","","","","","","","",2024
1929018,"","Y","","","","","","","","",2024
1929022,"","Y","","","","","","","","",2024
1929037,"","Y","","","","","","","","",2024
1929041,"","Y","","","","","","","","",2024
1929045,"","Y","","","","","","","","",2024
1929071,"","Y","","","","","","","","",2024
1929080,"","Y","","","","","","","","",2024
1929081,"","Y","","","","","","","","",2024
1929126,"","Y","","","","","","","","",2024
1929137,"","Y","","","","","","","","",2024
1929147,"","Y","","","","","","","","",2024
1929193,"","Y","","","","","","","","",2024
1929198,"","Y","","","","","","","","",2024
1929216,"","Y","","","","","","","","",2024
1929225,"","","","","","Y","","","","",2024
1929229,"","Y","","","","","","","","",2024
1929232,"","Y","","","","","","","","",2024
1929234,"","","Y","","","","","","","",
1929236,"","Y","","","","","","","","",2024
1929246,"","Y","","","","","","","","",2024
1929273,"","Y","","","","","","","","",2024
1929292,"","Y","","","","","","","","",2024
1929303,"","Y","","","","","","","","",2024
1929314,"","","","","","Y","","","","",2024
1929315,"","Y","","","","","","","","",2024
1929316,"","Y","","","","","","","","",2024
1929319,"","Y","","","","","","","","",2024
1929326,"","Y","","","","","","","","",2024
1929351,"","Y","","","","","","","","",2024
1929377,"","Y","","","","","","","","",2024
1929380,"","Y","","","","","","","","",2024
1929414,"","Y","","","","","","","","",2024
1929415,"","Y","","","","","","","","",2024
1929418,"","Y","","","","","","","","",2024
1929432,"","Y","","","","","","","","",2024
1929463,"","Y","","","","","","","","",2024
1929465,"","Y","","","","","","","","",2024
1929470,"","","","","","Y","","","","",2024
1929475,"","Y","","","","","","","","",2024
1929482,"","Y","","","","","","","","",2024
1929490,"","Y","","","","","","","","",2024
1929500,"","Y","","","","","","","","",2024
1929516,"","Y","","","","","","","","",2024
1929526,"","Y","","","","","","","","",2024
1929532,"","Y","","","","","","","","",2024
1929534,"","Y","","","","","","","","",2024
1929535,"","Y","","","","","","","","",2024
1929539,"","Y","","","","","","","","",2024
1929550,"","Y","","","","","","","","",2024
1929555,"","Y","","","","","","","","",2024
1929563,"","Y","","","","","","","","",2024
1929564,"","Y","","","","","","","","",2024
1929581,"","Y","","","","","","","","",2024
1929585,"","Y","","","","","","","","",2024
1929596,"","Y","","","","","","","","",2024
1929605,"","Y","","","","","","","","",2024
1929607,"","Y","","","","","","","","",2024
1929638,"","","","","Y","","","Y","","",
1929639,"","Y","","","","","","","","",2024
1929652,"","Y","","","","","","","","",2024
1929714,"","","","","","Y","","","","",2024
1929716,"","","","","","Y","","","","",2024
1929721,"","Y","","","","","","","","",2024
1929774,"","Y","","","","","","","","",2024
1929794,"","Y","","","","","","","","",2024
1929808,"","","","","","Y","","","","",2024
1929834,"","Y","","","","","","","","",2024
1929851,"","Y","","","","","","","","",2024
1929870,"","Y","","","","","","","","",2024
1929877,"","Y","","","","","","","","",2024
1929881,"","Y","","","","","","","","",2024
1929890,"","Y","","","","","","","","",2024
1929891,"","Y","","","","","","","","",2024
1929896,"","Y","","","","","","","","",2024
1929901,"","Y","","","","","","","","",2024
1929907,"","Y","","","","","","","","",2024
1929913,"","Y","","","","","","","","",2024
1929915,"","Y","","","","","","","","",2024
1929919,"","Y","","","","","","","","",2024
1929932,"","Y","","","","","","","","",2024
1929941,"","Y","","","","","","","","",2024
1929953,"","Y","","","","","","","","",2024
1929959,"","Y","","","","","","","","",2024
1929961,"","Y","","","","","","","","",2024
1929970,"","","","","","Y","","","","",2024
1929985,"","Y","","","","","","","","",2024
1929990,"","Y","","","","","","","","",2024
1929993,"","Y","","","","","","","","",2024
1930001,"","Y","","","","","","","","",2024
1930014,"","Y","","","","","","","","",2024
1930022,"","Y","","","","","","","","",2024
1930025,"","Y","","","","","","","","",2024
1930034,"","Y","","","","","","","","",2024
1930036,"","Y","","","","","","","","",2024
1930040,"","","","","","Y","","","","",2024
1930052,"","Y","","","","","","","","",2024
1930083,"","Y","","","","","","","","",2024
1930091,"","Y","","","","","","","","",2024
1930096,"","Y","","","","","","","","",2024
1930103,"","Y","","","","","","","","",2024
1930113,"","Y","","","","","","","","",2024
1930115,"","Y","","","","","","","","",2024
1930129,"","Y","","","","","","","","",2024
1930146,"","Y","","","","","","","","",2024
