"FilingID","Full Legal Name","CIK Number"
2010768,"MARSH & MCLENNAN COMPANIES, INC.",62709
2006772,"APOLLO ASSET MANAGEMENT, INC.",1411494
2006772,"APOLLO GLOBAL MANAGEMENT, INC.",1858681
2006293,"BLUE OWL CAPITAL INC.",1823945
2009060,"BLUE OWL CAPITAL INC.",1823945
2009060,"ASSURED GUARANTY LTD.",1273813
2011253,"JEFFERIES FINANCIAL GROUP INC.",96223
2009069,"ASSURED GUARANTY LTD.",1273813
2009070,"ASSURED GUARANTY LTD.",1273813
2009074,"ASSURED GUARANTY LTD.",1273813
2011382,"1DB FINANCIAL",1321008
2007903,"COREBRIDGE FINANCIAL, INC.",1889539
2006133,"PRINCIPAL FINANCIAL GROUP, INC",1126328
2006515,"OLD NATIONAL BANCORP",707179
1993802,"LPL FINANCIAL HOLDINGS INC.",1397911
2011511,"KKR & CO. INC.",1404912
2011530,"KKR & CO. INC.",1404912
2011799,"MANULIFE FINANCIAL CORPORATION",1086888
2009529,"INTER&CO., INC.",1864163
2009679,"BANK OF HAWAII CORP.",6022
2009398,"RAYMOND JAMES FINANCIAL, INC.",705
2009982,"WASHINGTON TRUST BANCORP, INC.",737468
2010402,"WENDEL S.E.",1721938
2010125,"BLUE OWL CAPITAL INC.",1823945
2010222,"BLUE OWL CAPITAL INC.",1823945
2007291,"LPL FINANCIAL HOLDINGS INC.",1397911
2007515,"LPL FINANCIAL HOLDINGS INC.",1397911
2007518,"ALLY FINANCIAL INC.",40729
2007532,"PRUDENTIAL FINANCIAL,INC",1137774
2007608,"FIRST FINANCIAL BANKSHARES, INC.",36029
2005333,"MANULIFE FINANCIAL CORPORATION",1086888
2007581,"WELLS FARGO AND COMPANY",105598
2006763,"PRUDENTIAL FINANCIAL INC",1137774
1995979,"FORGE GLOBAL HOLDINGS, INC.",1827821
2007732,"LPL FINANCIAL HOLDINGS INC.",1397911
2007533,"VOYA FINANCIAL, INC.",1535929
2006789,"PRUDENTIAL FINANCIAL, INC.",1137774
1989529,"COINBASE GLOBAL, INC.",1679788
1996981,"SEACOAST NATIONAL BANK",730708
2008196,"DEUTSCHE BANK AG",948046
2007251,"WINTRUST FINANCIAL CORPORATION",1015328
2008968,"MARSH & MCLENNAN COMPANIES, INC.",62709
2008966,"AFLAC INC.",4977
2008965,"STIFEL FINANCIAL CORP.",720672
