"FilingID","Full Legal Name","CIK Number"
1992428,"BUSINESS FIRST BANCSHARES, INC.",1624322
1996231,"RAYMOND JAMES FINANCIAL, INC.",720005
1996110,"DEUTSCHE BANK AG",948046
1996256,"BANCPLUS CORPORATION",1118004
1993298,"T. ROWE PRICE GROUP, INC.",1113169
1999129,"ORANGE COUNTY BANCORP INC",1096144
1999898,"OPPENHEIMER HOLDINGS INC.",791963
1999690,"COLLIERS INTERNATIONAL GROUP INC.",913353
1996351,"KKR & CO., INC.",1404912
1996351,"KKR PRIVATE EQUITY CONGLOMERATE LLC",1957845
1995226,"THE GOLDMAN SACHS GROUP, INC.",886982
1987444,"JEFFERIES FINANCIAL GROUP INC.",96223
1998491,"MORGAN STANLEY",895421
1999774,"JONES LANG LASALLE INCORPORATED",1037976
1993594,"NOMURA HOLDINGS, INC. (FORMERLY NAMED THE NOMURA SECURITIES CO., LTD.)",1163653
2000460,"JPMORGAN CHASE & CO.",19617
1996389,"MARSH & MCLENNAN COMPANIES, INC.",62709
1996066,"DETUSCHE BANK AG",948046
1994452,"TRUIST FINANCIAL CORPORATION",92230
1999283,"WELLS FARGO AND COMPANY",105598
1997731,"STEPSTONE GROUP INC.",1796022
2000587,"SUN LIFE FINANCIAL INC",1097362
1998187,"MANULIFE FINANCIAL CORPORATION",1086888
2000428,"BROOKFIELD ASSET MANAGEMENT",1937926
2000428,"BROOKFIELD CORPORATION",1001085
1996736,"STIFEL FINANCIAL CORPORATION",720672
1996693,"STIFEL FINANCIAL CORPORATION",720672
1993515,"HAMILTON LANE INC",1433642
1999467,"SOUTHSTATE BANK",1542445
1999511,"AMERANT BANCORP INC.",1734342
1999067,"DEUTSCHE BANK AG",948046
1998875,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",1022837
1995159,"B. RILEY FINANCIAL, INC.",1464790
1995122,"BLUE OWL CAPITAL INC.",1823945
1992359,"BLUE OWL CAPITAL INC.",1823945
1995820,"DEUTSCHE BANK AG",948046
2000372,"NERDWALLET, INC.",1625278
2000395,"BROOKLINE BANCORP, INC.",1049782
1996564,"TEXAS CAPITAL BANKCSHARES, INC.",1077428
1996673,"WELLS FARGO AND COMPANY",105598
1996316,"AFFILIATED MANAGERS GROUP, INC.",1004434
1995464,"PRUDENTIAL PLC",1116578
2000391,"BROOKLINE BANCORP, INC.",1049782
1996740,"CANADIAN IMPERIAL BANK OF COMMERCE",16847
1996685,"TPG INC",18806
1997524,"APOLLO ASSET MANAGEMENT, INC.",1411494
1997524,"APOLLO GLOBAL MANAGEMENT, INC.",1858681
1999650,"THE CHARLES SCHWAB CORPORATION",316709
1990238,"WSFS FINANCIAL CORP.",828944
2000771,"WISDOMTREE, INC.",880631
1997781,"ATLANTIC UNION BANKSHARES CORP",883948
1999875,"COHEN & STEERS, INC.",128481
1992782,"MANULIFE FINANCIAL CORPORATION",1086888
1995993,"MARSH & MCLENNAN COMPANIES, INC",62709
1998789,"SUN LIFE FINANCIAL INC.",1097362
1999413,"CITIZENS FINANCIAL GROUP",759944
1999422,"UP FINTECH HOLDING LIMITED",1756699
1995637,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",67088
1996260,"U.S. BANCORP",36104
1996106,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",842180
1987826,"GALAXY DIGITAL INC.",1859392
1995367,"MARSH & MCLENNAN COMPANIES, INC.",62709
1995982,"DEUTSCHE BANK AG",948046
2000840,"MR. COOPER GROUP INC.",933136
1996052,"DEUTSCHE BANK AG",948046
1994263,"FIRST CITIZENS BANCSHARES, INC.",798941
1996842,"FRANKLIN RESOURCES, INC.",38777
1996733,"STIFEL FINANCIAL CORP.",720672
1996894,"B.RILEY FINANCIAL INC.",1464790
1996915,"U.S. BANCORP",36104
1997011,"TETON ADVISORS, INC",1444874
1978393,"TPG, INC.",1880661
1998173,"ARTISAN PARTNERS ASSET MANAGEMENT INC.",1517302
1998219,"BLACKROCK INC.",1364742
1990514,"LPL FINANCIAL HOLDINGS INC.",1397911
1998182,"HSBC HOLDINGS PLC",108913
1992493,"THE BANK OF NEW YORK MELLON CORPORATION",1390777
1997875,"OPPENHEIMER HOLDINGS INC.",791963
1999927,"THE GOLDMAN SACHS GROUP, INC.",886982
1998201,"EQUITABLE HOLDINGS, INC.",727920
1998198,"EQUITABLE HOLDINGS, INC.",898482
1992694,"ALLIANCEBERNSTEIN HOLDING L.P.",1109448
1992694,"EQUITABLE HOLDINGS, INC.",727920
1996403,"BOK FINANCIAL CORPORATION",875357
1998177,"ALLIANCEBERNSTEIN L.P.",1109448
1998688,"CALEDONIA INVESTMENTS PLC",1037766
1999276,"FAIRFAX FINANCIAL HOLDINGS LTD",915191
1999759,"MANULIFE FINANCIAL CORPORATION",1086888
1994789,"BLUE OWL CAPITAL INC.",1823945
1977184,"MORGAN STANLEY",895421
1982901,"INTER&CO., INC.",1864163
2000054,"UP FINTECH HOLDING LIMITED",1756699
2000547,"ROYAL BANK OF CANADA",1000275
1997732,"STEPSTONE GROUP INC.",1796022
1998781,"BLACKROCK, INC.",2012383
2000513,"STEPSTONE GROUP INC.",1796022
2000194,"OPPENHEIMER HOLDINGS INC.",791963
1995261,"WELLS FARGO AND COMPANY",105598
1996125,"RENASANT CORPORATION",715072
1995397,"AMERIPRISE FINANCIAL, INC.",820027
1995554,"ASSOCIATED BANC-CORP",7789
2000302,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1997665,"DEUTSCHE BANK AG",948046
1997389,"STONEX GROUP INC.",913760
1994194,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1993275,"JACKSON FINANCIAL INC.",1822993
1994437,"ATLANTIC UNION BANKSHARES CORP",883948
1996215,"JPMORGAN CHASE & CO.",19617
