FilingID,Initial SEC Registration Request,Annual Updating Amendment for Registered Adviser,Other-Than Anual Amendment For Registered Adviser,Initial State Registration Request,Initial SEC ERA Report,Annual Updating Amendment ERA Report,Other-Than Annual Amendment ERA Report,Initial State ERA Report,Final State ERA Report, Final SEC ERA Report,Annual Updating Amendment Fiscal Year
1918904,"","Y","","","","","","","","",2024
1918910,"","","Y","","","","","","","",
1918980,"","","Y","","","","","","","",
1919024,"Y","","","","","","","","","Y",
1919069,"","","Y","","","","","","","",
1919088,"","","Y","","","","","","","",
1919110,"","Y","","","","","","","","",2024
1919129,"Y","","","","","","","","","",
1919182,"","Y","","","","","","","","",2024
1919217,"","","Y","","","","","","","",
1919239,"","","Y","","","","","","","",
1919278,"","","Y","","","","","","","",
1919371,"","","Y","","","","","","","",
1919392,"","","","","Y","","","Y","","",
1919398,"","","Y","","","","","","","",
1919411,"","","","","Y","","","","","",
1919437,"","","Y","","","","","","","",
1919469,"","","Y","","","","","","","",
1919481,"","","","","Y","","","","","",
1919521,"","","Y","","","","","","","",
1919569,"","","Y","","","","","","","",
1919615,"","","","","Y","","","","","",
1919626,"","","","","Y","","Y","","","",
1919666,"","","","","Y","","","","","",
1919668,"","","","","Y","","","","","",
1919709,"","","","","","","Y","","","",
1919724,"","","Y","","","","","","","",
1919726,"","Y","","","","","","","","",2024
1919739,"","","","","Y","","","","","",
1919748,"","","Y","","","","","","","",
1919822,"","","Y","","","","","","","",
1919870,"","","","","","","Y","","","",
1919994,"Y","","","","","","","","","",
1919999,"","","Y","","","","","","","",
1920038,"Y","","","","","","","","","",
1920050,"","Y","","","","","","","","",2024
1920066,"","","","","Y","","","Y","","",
1920083,"","","Y","","","","","","","",
1920090,"","","Y","","","","","","","",
1920093,"","","Y","","","","","","","",
1920109,"","Y","","","","","","","","",2024
1920120,"","","Y","","","","","","","",
1920143,"","","Y","","","","","","","",
1920155,"","","","","Y","","","","","",
1920189,"","Y","","","","","","","","",2024
1920199,"","","Y","","","","","","","",
1920212,"","","Y","","","","","","","",
1920214,"","","Y","","","","","","","",
1920276,"","","Y","","","","","","","",
1920278,"Y","","","","","","","","","",
1920321,"","","Y","","","","","","","",
1920400,"","","Y","","","","","","","",
1920414,"","Y","","","","","","","","",2024
1920417,"","","Y","","","","","","","",
1920428,"","","","","Y","","","Y","","",
1920505,"","","","","Y","","","","","",
1920508,"","","Y","","","","","","","",
1920512,"","","","","Y","","","Y","","",
1920519,"","","","","Y","Y","","","","",2023
1920564,"","","Y","","","","","","","",
1920620,"","","Y","","","","","","","",
1920630,"","","Y","","","","","","","",
1920631,"","","Y","","","","","","","",
1920635,"","","Y","","","","","","","",
1920645,"","","Y","","","","","","","",
1920649,"","","Y","","","","","","","",
1920651,"","","Y","","","","","","","",
1920669,"","","Y","","","","","","","",
1920678,"","","Y","","","","","","","",
1920705,"","","","","Y","","","Y","","",
1920708,"","","Y","","","","","","","",
1920746,"","Y","","","","","","","","",2024
1920750,"","","Y","","","","","","","",
1920771,"","","Y","","","","","","","",
1920798,"","","Y","","","","","","","",
1920813,"","","","","Y","","","","","",
1920814,"","","Y","","","","","","","",
1920816,"","","","","Y","","Y","","","",
1920843,"","Y","","","","","","","","",2024
1920857,"","","Y","","","","","","","",
1920885,"","","Y","","","","","","","",
1920888,"","","","","","","Y","","","",
1920890,"","Y","","","","","","","","",2024
1920903,"","","","","","","Y","","","",
1920908,"","","Y","","","","","","","",
1920909,"","","Y","","","","","","","",
1920924,"Y","","","","","","","","","",
1920949,"","","","","","Y","","","","",2024
1920982,"","","Y","","","","","","","",
1920992,"","","Y","","","","","","","",
1920995,"","Y","","","","","","","","",2024
1921031,"Y","","","","","","","","","Y",
1921044,"","","Y","","","","","","","",
1921045,"","","","","","","Y","","","",
1921065,"","","","","Y","","","","","",
1921098,"","","Y","","","","","","","",
1921104,"","","Y","","","","","","","",
1921109,"Y","","","","","","","","","",
1921119,"","Y","","","","","","","","",2024
1921122,"","Y","","","","","","","","",2024
1921180,"","","Y","","","","","","","",
1921215,"","","Y","","","","","","","",
1921230,"","","Y","","","","","","","",
1921235,"","","Y","","","","","","","",
1921259,"","","Y","","","","","","","",
1921263,"","Y","","","","","","","","",2024
1921280,"","","Y","","","","","","","",
1921286,"","","Y","","","","","","","",
1921326,"","","Y","","","","","","","",
1921332,"","","Y","","","","","","","",
1921352,"","","","","","Y","","","","",2024
1921357,"","","","","","","Y","","","",
1921370,"","","","","","","Y","","","",
1921373,"","","Y","","","","","","","",
1921379,"","","Y","","","","","","","",
1921396,"","","","","Y","","","","","",
1921400,"","Y","","","","","","","","",2024
1921420,"Y","","","","","","","","","",
1921447,"","","Y","","","","","","","",
1921452,"","","Y","","","","","","","",
1921482,"","Y","","","","","","","","",2024
1921495,"","","","","","","","","","Y",
1921507,"","","Y","","","","","","","",
1921518,"","","","","Y","","","","","",
1921523,"","Y","","","","","","","","",2024
1921548,"","","Y","","","","","","","",
1921557,"","Y","","","","","","","","",2024
1921569,"","Y","","","","","","","","",2024
1921576,"","","Y","","","","","","","",
1921598,"","","Y","","","","","","","",
1921637,"","","Y","","","","","","","",
1921665,"","","Y","","","","","","","",
1921676,"Y","","","","","","","","","",
1921677,"","","Y","","","","","","","",
1921681,"","","Y","","","","","","","",
1921687,"","","Y","","","","","","","",
1921692,"","","Y","","","","","","","",
1921708,"Y","","","","","","","","","",
1921715,"","","Y","","","","","","","",
1921721,"","","Y","","","","","","","",
1921726,"","","","","Y","","","","","",
1921773,"","","Y","","","","","","","",
1921776,"","","Y","","","","","","","",
1921789,"","","Y","","","","","","","",
1921790,"","Y","","","","","","","","",2024
1921804,"","","Y","","","","","","","",
1921822,"","","Y","","","","","","","",
1921823,"","","","","Y","","","","","",
1921833,"","","Y","","","","","","","",
1921847,"","","Y","","","","","","","",
1921858,"Y","","","","","","","","","",
1921874,"","","","","Y","","","","Y","",
1921886,"Y","","","","","","","","","",
1921898,"","","Y","","","","","","","",
1921900,"","","Y","","","","","","","",
1921934,"","","Y","","","","","","","",
1921936,"","","Y","","","","","","","",
1921957,"","","Y","","","","","","","",
1921961,"","","","","Y","","","","","",
1921970,"","","Y","","","","","","","",
1921974,"","","Y","","","","","","","",
1921992,"","","Y","","","","","","","",
1921996,"","","","","Y","","","","","",
1922001,"","Y","","","","","","","","",2024
1922010,"","","","","Y","","","","","",
1922013,"","","Y","","","","","","","",
1922031,"","","Y","","","","","","","",
1922033,"","","Y","","","","","","","",
1922036,"","","Y","","","","","","","",
1922051,"","Y","","","","","","","","",2024
1922053,"","","Y","","","","","","","",
1922058,"","","","","","Y","","","","",2024
1922059,"","","","","","","","","Y","Y",
1922062,"","","Y","","","","","","","",
1922068,"","","Y","","","","","","","",
1922071,"Y","","","","","","","","","",
1922074,"","","","","Y","","","Y","","",
1922088,"","","Y","","","","","","","",
1922090,"","","Y","","","","","","","",
1922091,"","Y","","","","","","","","",2024
1922107,"","Y","","Y","","","","","","",2024
1922112,"","","Y","","","","","","","",
1922115,"","Y","","","","","","","","",2024
1922127,"Y","","","","","","","","","",
1922148,"","Y","","","","","","","","",2024
1922159,"","","","","Y","","","","","",
1922168,"","","","","Y","","Y","","","",
1922171,"","","","","","","Y","","","",
1922173,"","","","","","Y","","","","",2024
1922179,"","","Y","","","","","","","",
1922186,"","","Y","","","","","","","",
1922191,"","","Y","","","","","","","",
1922194,"","","Y","","","","","","","",
1922195,"","","","","Y","","","","","",
1922198,"","","Y","","","","","","","",
1922199,"","","","","","","","","","Y",
1922200,"Y","","","","","","","","","",
1922221,"","","Y","","","","","","","",
1922227,"","","Y","","","","","","","",
1922228,"","","Y","","","","","","","",
1922231,"","","Y","","","","","","","",
1922232,"","","Y","","","","","","","",
1922233,"","","Y","","","","","","","",
1922241,"","","Y","","","","","","","",
1922244,"","Y","","","","","","","","",2024
1922253,"","","","","","","","","","Y",
1922260,"","","Y","","","","","","","",
1922265,"","","Y","","","","","","","",
1922276,"","Y","","","","","","","","",2024
1922283,"","","Y","","","","","","","",
1922288,"","","Y","","","","","","","",
1922290,"","","Y","","","","","","","",
1922291,"","","Y","","","","","","","",
1922296,"","","Y","","","","","","","",
1922298,"","","Y","","","","","","","",
1922301,"","Y","","","","","","","","",2024
1922302,"","","Y","","","","","","","",
1922304,"","","Y","","","","","","","",
1922306,"","","Y","","","","","","","",
1922313,"","","Y","","","","","","","",
1922314,"","","Y","","","","","","","",
1922317,"","","Y","","","","","","","",
1922318,"","","Y","","","","","","","",
1922333,"","","Y","","","","","","","",
1922340,"","","Y","","","","","","","",
1922341,"","","","","Y","","","","","",
1922344,"","","Y","","","","","","","",
1922348,"","","","","","Y","","","","",2024
1922349,"","Y","","","","","","","","",2024
1922351,"","","Y","","","","","","","",
1922354,"","","","","","","Y","","","",
1922355,"","","Y","","","","","","","",
1922358,"","","Y","","","","","","","",
1922359,"","","Y","","","","","","","",
1922361,"","","Y","","","","","","","",
1922363,"","","Y","","","","","","","",
1922364,"","","Y","","","","","","","",
1922366,"","","Y","","","","","","","",
1922371,"","","Y","","","","","","","",
1922377,"","","Y","","","","","","","",
1922381,"","","Y","","","","","","","",
1922384,"","","Y","","","","","","","",
1922386,"","","Y","","","","","","","",
1922389,"","","Y","","","","","","","",
1922390,"","Y","","","","","","","","",2024
1922394,"","","Y","","","","","","","",
1922398,"","","Y","","","","","","","",
1922402,"","","Y","","","","","","","",
1922404,"","","Y","","","","","","","",
1922411,"","","Y","","","","","","","",
1922412,"","","","","","","","Y","","",
1922413,"","","Y","","","","","","","",
1922414,"","","Y","","","","","","","",
1922417,"","","Y","Y","","","","","","",
1922421,"","Y","","","","","","","","",2024
1922429,"","","Y","","","","","","","",
1922434,"","","Y","","","","","","","",
1922436,"","","Y","","","","","","","",
1922438,"","","Y","","","","","","","",
1922440,"","","Y","","","","","","","",
1922441,"","","Y","","","","","","","",
1922447,"","","Y","","","","","","","",
1922451,"","","Y","","","","","","","",
1922452,"","","Y","","","","","","","",
1922457,"","","Y","","","","","","","",
1922458,"","","Y","","","","","","","",
1922459,"","Y","","","","","","","","",2024
1922460,"","","Y","","","","","","","",
1922465,"","","Y","","","","","","","",
1922466,"","","Y","","","","","","","",
1922467,"","","Y","","","","","","","",
1922472,"","","Y","","","","","","","",
1922473,"","","Y","","","","","","","",
1922475,"","","Y","","","","","","","",
1922476,"","","Y","","","","","","","",
1922478,"","","Y","","","","","","","",
1922483,"","","Y","","","","","","","",
1922485,"","","Y","","","","","","","",
1922487,"","","Y","","","","","","","",
1922489,"","","Y","","","","","","","",
1922490,"","","Y","","","","","","","",
1922492,"","","","","Y","","","","","",
1922493,"","","Y","","","","","","","",
1922495,"","","Y","","","","","","","",
1922496,"","","Y","","","","","","","",
1922499,"","","Y","","","","","","","",
1922500,"","","Y","","","","","","","",
1922501,"","Y","","","","","","","","",2024
1922502,"","","Y","","","","","","","",
1922509,"","Y","","","","","","","","",2024
1922514,"","","Y","","","","","","","",
1922516,"","","Y","","","","","","","",
1922517,"","","","","Y","","","","","",
1922519,"","","Y","","","","","","","",
1922520,"","","Y","","","","","","","",
1922521,"","","Y","","","","","","","",
1922523,"","","Y","","","","","","","",
1922528,"","","Y","","","","","","","",
1922530,"","","Y","","","","","","","",
1922532,"","","Y","","","","","","","",
1922537,"","","Y","","","","","","","",
1922540,"","","Y","","","","","","","",
1922543,"","","Y","","","","","","","",
1922545,"","","Y","","","","","","","",
1922547,"","","Y","","","","","","","",
1922549,"","","","","","Y","","","","",2024
1922551,"","","Y","","","","","","","",
1922552,"","","","","","","Y","","","",
1922553,"","","Y","","","","","","","",
1922554,"","","Y","","","","","","","",
1922556,"","","Y","","","","","","","",
1922558,"","","Y","","","","","","","",
1922559,"","Y","","","","","","","","",2024
1922562,"","","Y","","","","","","","",
1922563,"","","Y","","","","","","","",
1922564,"","","Y","","","","","","","",
1922565,"","","Y","","","","","","","",
1922567,"","","Y","","","","","","","",
1922569,"","","Y","","","","","","","",
1922571,"","","Y","","","","","","","",
1922572,"","","Y","","","","","","","",
1922573,"","","Y","","","","","","","",
1922574,"Y","","","","","","","","","",
1922576,"","","Y","","","","","","","",
1922577,"","Y","","","","","","","","",2024
1922581,"","","Y","","","","","","","",
1922585,"","","Y","","","","","","","",
1922586,"","","Y","","","","","","","",
1922591,"","","Y","","","","","","","",
1922592,"","","Y","","","","","","","",
1922594,"","","Y","","","","","","","",
1922596,"","","Y","","","","","","","",
1922597,"","","Y","","","","","","","",
1922601,"","","Y","","","","","","","",
1922603,"","","Y","","","","","","","",
1922607,"","","Y","","","","","","","",
1922610,"","","","","","","Y","","","",
1922612,"","","Y","","","","","","","",
1922613,"","","Y","","","","","","","",
1922616,"","","Y","","","","","","","",
1922618,"","Y","","","","","","","","",2024
1922620,"","","Y","","","","","","","",
1922622,"","","Y","","","","","","","",
1922623,"","","Y","","","","","","","",
1922625,"","","Y","","","","","","","",
1922626,"Y","","","","","","","","","",
1922628,"","","","","","Y","","","","",2024
1922629,"","","Y","","","","","","","",
1922633,"","","Y","","","","","","","",
1922635,"","","Y","","","","","","","",
1922636,"","","Y","","","","","","","",
1922637,"","","Y","","","","","","","",
1922640,"","","Y","","","","","","","",
1922642,"","Y","","","","","","","","",2024
1922643,"","","Y","","","","","","","",
1922645,"","Y","","","","","","","","",2024
1922647,"","","","","","","Y","","","",
1922648,"","","Y","","","","","","","",
1922654,"","","Y","","","","","","","",
1922656,"","","Y","","","","","","","",
1922657,"","","Y","","","","","","","",
1922662,"","","Y","","","","","","","",
1922664,"","","","","Y","","","","","",
1922665,"","","Y","","","","","","","",
1922668,"","","Y","","","","","","","",
1922669,"","","Y","","","","","","","",
1922676,"","","Y","","","","","","","",
1922677,"","","Y","","","","","","","",
1922678,"","","Y","","","","","","","",
1922679,"","Y","","","","","","","","",2024
1922684,"","","","","","","Y","","","",
1922685,"","","Y","","","","","","","",
1922687,"","","Y","","","","","","","",
1922688,"","","Y","","","","","","","",
1922689,"","","Y","","","","","","","",
1922690,"","","Y","","","","","","","",
1922691,"","","Y","","","","","","","",
1922693,"","","Y","","","","","","","",
1922696,"","","Y","","","","","","","",
1922697,"","","Y","","","","","","","",
1922698,"","","Y","","","","","","","",
1922706,"","","Y","","","","","","","",
1922709,"","","Y","","","","","","","",
1922710,"","","Y","","","","","","","",
1922712,"","","Y","","","","","","","",
1922713,"","","Y","","","","","","","",
1922714,"","","Y","","","","","","","",
1922716,"","","Y","","","","","","","",
1922718,"","","Y","","","","","","","",
1922730,"","","Y","","","","","","","",
1922732,"","","Y","","","","","","","",
1922733,"","","Y","","","","","","","",
1922735,"","","Y","","","","","","","",
1922743,"","","Y","","","","","","","",
1922746,"","","Y","","","","","","","",
1922751,"","","Y","","","","","","","",
1922753,"","","Y","","","","","","","",
1922755,"","","Y","","","","","","","",
1922763,"","","Y","","","","","","","",
1922764,"Y","","","","","","","","","",
1922771,"","","Y","","","","","","","",
1922772,"","","Y","","","","","","","",
1922776,"","","Y","","","","","","","",
1922777,"","","Y","","","","","","","",
1922779,"","","Y","","","","","","","",
1922780,"","","Y","","","","","","","",
1922783,"","Y","","Y","","","","","","",2024
1922784,"","","Y","","","","","","","",
1922785,"","","Y","","","","","","","",
1922787,"","","Y","","","","","","","",
1922788,"","","Y","","","","","","","",
1922793,"","","Y","","","","","","","",
1922794,"","Y","","","","","","","","",2024
1922796,"","","Y","","","","","","","",
1922798,"","","Y","","","","","","","",
1922805,"","","","","","Y","","","","",2024
1922806,"","","Y","","","","","","","",
1922807,"","","","","","","Y","","","",
1922808,"","","Y","","","","","","","",
1922817,"","Y","","","","","","","","",2024
1922821,"","","Y","","","","","","","",
1922823,"","","Y","","","","","","","",
1922830,"","","Y","","","","","","","",
1922841,"","","Y","","","","","","","",
1922843,"","","Y","","","","","","","",
1922846,"","","Y","","","","","","","",
1922847,"","","Y","","","","","","","",
1922850,"","","Y","","","","","","","",
1922856,"","Y","","","","","","","","",2024
1922857,"","Y","","","","","","","","",2024
1922860,"","","Y","","","","","","","",
1922862,"","","Y","","","","","","","",
1922863,"","","Y","","","","","","","",
1922864,"","","Y","","","","","","","",
1922865,"","Y","","","","","","","","",2024
1922868,"","","Y","","","","","","","",
1922871,"","","Y","","","","","","","",
1922876,"","","Y","","","","","","","",
1922877,"","","Y","","","","","","","",
1922878,"","","Y","","","","","","","",
1922880,"","","Y","","","","","","","",
1922881,"","","Y","","","","","","","",
1922886,"","","Y","","","","","","","",
1922888,"","","Y","","","","","","","",
1922890,"","","Y","","","","","","","",
1922894,"","Y","","","","","","","","",2024
1922896,"","","Y","","","","","","","",
1922901,"","","Y","","","","","","","",
1922904,"","Y","","","","","","","","",2024
1922906,"","","Y","","","","","","","",
1922910,"","","","","","","Y","","","",
1922911,"","","Y","","","","","","","",
1922913,"","","Y","","","","","","","",
1922920,"","","Y","","","","","","","",
1922925,"","","Y","","","","","","","",
1922929,"","","Y","","","","","","","",
1922931,"","","Y","","","","","","","",
1922932,"","","Y","","","","","","","",
1922939,"","","Y","","","","","","","",
1922945,"","","","","","Y","","","","",2024
1922946,"","","Y","","","","","","","",
1922948,"","","","","Y","","","Y","","",
1922950,"","","Y","","","","","","","",
1922955,"","","Y","","","","","","","",
1922959,"","","Y","","","","","","","",
1922960,"","","Y","","","","","","","",
1922965,"","","Y","","","","","","","",
1922966,"","","Y","","","","","","","",
1922967,"","","Y","","","","","","","",
1922971,"","","Y","","","","","","","",
1922976,"","Y","","","","","","","","",2024
1922983,"","Y","","","","","","","","",2024
1922987,"","","Y","","","","","","","",
1922990,"","Y","","","","","","","","",2024
1922991,"","","Y","","","","","","","",
1922992,"","","Y","","","","","","","",
1922993,"","","Y","","","","","","","",
1922995,"","","Y","","","","","","","",
1922997,"","","Y","","","","","","","",
1923001,"","","Y","","","","","","","",
1923002,"","","Y","","","","","","","",
1923003,"","","Y","","","","","","","",
1923004,"","","Y","","","","","","","",
1923008,"","Y","","","","","","","","",2024
1923012,"","Y","","","","","","","","",2024
1923015,"","","Y","","","","","","","",
1923017,"","","","","","","Y","","","",
1923020,"","","","","","","Y","","","",
1923023,"","","Y","","","","","","","",
1923025,"","","","","","Y","","","","",2024
1923027,"","","Y","","","","","","","",
1923033,"","","Y","","","","","","","",
1923035,"","","Y","","","","","","","",
1923036,"","","Y","","","","","","","",
1923045,"","","Y","","","","","","","",
1923047,"","","Y","","","","","","","",
1923051,"","","Y","","","","","","","",
1923053,"","Y","","","","","","","","",2024
1923055,"","","Y","","","","","","","",
1923057,"","","Y","","","","","","","",
1923062,"","","Y","","","","","","","",
1923064,"","","Y","","","","","","","",
1923069,"","","Y","","","","","","","",
1923073,"","","Y","","","","","","","",
1923077,"Y","","","","","","","","","",
1923078,"","","Y","","","","","","","",
1923079,"","","Y","","","","","","","",
1923081,"","","Y","","","","","","","",
1923083,"","","Y","","","","","","","",
1923087,"","","Y","","","","","","","",
1923088,"","","Y","","","","","","","",
1923093,"","","Y","","","","","","","",
1923094,"","","Y","","","","","","","",
1923106,"","","Y","","","","","","","",
1923110,"","","Y","","","","","","","",
1923112,"","","Y","","","","","","","",
1923115,"","","Y","","","","","","","",
1923117,"","Y","","","","","","","","",2024
1923120,"","","Y","","","","","","","",
1923121,"","","Y","","","","","","","",
1923123,"","Y","","","","","","","","",2024
1923126,"","Y","","","","","","","","",2024
1923132,"","","Y","","","","","","","",
1923133,"","","Y","","","","","","","",
1923134,"","","Y","","","","","","","",
1923138,"","","Y","","","","","","","",
1923139,"","","Y","","","","","","","",
1923140,"","","Y","","","","","","","",
1923141,"","","Y","","","","","","","",
1923143,"","Y","","","","","","","","",2024
1923145,"","","Y","","","","","","","",
1923146,"","","Y","","","","","","","",
1923152,"","","Y","","","","","","","",
1923153,"","","Y","","","","","","","",
1923155,"","","Y","","","","","","","",
1923157,"","","Y","","","","","","","",
1923158,"","","Y","","","","","","","",
1923164,"","","Y","","","","","","","",
1923165,"","Y","","","","","","","","",2024
1923171,"","","Y","","","","","","","",
1923179,"","","Y","","","","","","","",
1923186,"","Y","","","","","","","","",2024
1923187,"","Y","","","","","","","","",2024
1923189,"","Y","","","","","","","","",2024
1923193,"","","Y","","","","","","","",
1923194,"","Y","","","","","","","","",2024
1923196,"","","Y","","","","","","","",
1923202,"","","Y","","","","","","","",
1923205,"","Y","","","","","","","","",2024
1923208,"","","Y","","","","","","","",
1923218,"","","Y","","","","","","","",
1923221,"","","Y","","","","","","","",
1923226,"","","Y","","","","","","","",
1923228,"","","Y","","","","","","","",
1923238,"","","Y","","","","","","","",
1923241,"","","Y","","","","","","","",
1923246,"","","Y","","","","","","","",
1923251,"","Y","","","","","","","","",2024
1923252,"","","Y","","","","","","","",
1923254,"","","Y","","","","","","","",
1923256,"Y","","","","","","","","","",
1923263,"","Y","","","","","","","","",2024
1923265,"","","Y","","","","","","","",
1923269,"","","Y","","","","","","","",
1923273,"","","","","Y","","","","","",
1923276,"","","Y","","","","","","","",
1923288,"","","Y","","","","","","","",
1923290,"","Y","","","","","","","","",2024
1923291,"","","","Y","","","","","","",
1923292,"","","Y","","","","","","","",
1923293,"","Y","","","","","","","","",2024
1923294,"","","Y","","","","","","","",
1923297,"","Y","","","","","","","","",2024
1923299,"","","Y","","","","","","","",
1923303,"","","Y","","","","","","","",
1923306,"","","Y","","","","","","","",
1923308,"","Y","","","","","","","","",2024
1923315,"Y","","","","","","","","","",
1923316,"","Y","","","","","","","","",2024
1923319,"","","Y","","","","","","","",
1923324,"","","","","Y","","","Y","","",
1923328,"","","Y","","","","","","","",
1923332,"","","Y","","","","","","","",
1923334,"","","Y","","","","","","","",
1923338,"","","Y","","","","","","","",
1923339,"","","Y","","","","","","","",
1923350,"","","Y","","","","","","","",
1923351,"","Y","","","","","","","","",2024
1923361,"","","Y","","","","","","","",
1923363,"","","Y","","","","","","","",
1923365,"","","Y","","","","","","","",
1923368,"","Y","","","","","","","","",2024
1923369,"","Y","","","","","","","","",2024
1923370,"","","Y","","","","","","","",
1923379,"","","","","Y","","","","","",
1923385,"","","Y","","","","","","","",
1923391,"","","Y","","","","","","","",
1923405,"Y","","","","","","","","","",
1923426,"","","Y","","","","","","","",
1923435,"","Y","","","","","","","","",2024
1923438,"","","Y","","","","","","","",
1923451,"","","Y","","","","","","","",
1923461,"","Y","","","","","","","","",2024
1923468,"Y","","","","","","","","","",
1923473,"","","","","Y","","","","","",
1923502,"","Y","","","","","","","","",2024
1923508,"","Y","","","","","","","","",2024
1923519,"","Y","","","","","","","","",2024
1923522,"","","Y","","","","","","","",
1923526,"","Y","","","","","","","","",2024
1923532,"","Y","","","","","","","","",2024
1923533,"","Y","","","","","","","","",2024
1923537,"","Y","","","","","","","","",2024
1923554,"","Y","","","","","","","","",2024
1923557,"","","Y","","","","","","","",
