"Filing ID","5K(3)(a)","5K(3)(b)","5K(3)(c) City","5K(3)(c) State","5K(3)(c) Country","5K(3)(d)","5K(3)(e)","5K(3)(f)","5K(3)(g)"
1997365,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",2721989168
1997369,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","NY","USA","N","8-16048","",590306659
1997369,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","NY","USA","N","8-35008","",2543162507
1997369,"SEI PRIVATE TRUST CO.","SEI PRIVATE TRUST CO.","OAKS","PA","USA","N","","254900F25IGTY0ETFV15",2933743634
1997384,"PAPAMARKOU WELLNER & CO., INC.","PAPAMARKOU WELLNER & CO., INC.","JERSEY CITY","NJ","USA","N","8-29033","",1061791300
1997384,"CREDIT SUISSE SECURITIES (USA) LLC","CREDIT SUISSE SECURITIES (USA) LLC","NEW YORK","NY","USA","N","8-422","",139525234
1997391,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",3452711625
1997391,"U.S. BANK NATIONAL ASSOCIATION","U.S. BANK NATIONAL ASSOCIATION","MILWAUKEE","WI","USA","N","","6BYL5QZYBDK8S7L73M",886883713
1997385,"FIDELITY DISTRIBUTORS COMPANY LLC","FIDELITY DISTRIBUTORS COMPANY LLC","BOSTON","MA","USA","N","8-35097","",5540278563
1997423,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","NY","USA","N","8-129","",97402293517
1997400,"STONEX FINANCIAL INC.","STONEX FINANCIAL INC.","BIRMINGHAM","AL","USA","N","8-51269","",285657913
1997400,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",207581505
1997407,"LPL FINANCIAL LLC","LPL FINANCIAL LLC","BOSTON","MA","USA","N","8-17668","",375178791
1997318,"U.S. BANK NATIONAL ASSOCIATION","U.S. BANK","CINCINNATI","OH","USA","N","","6BYL5QZYBDK8S7L73M02",28360751879
1997318,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","BOSTON","MA","USA","N","8-23292","",17632363192
1998247,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",777586549
1997842,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",37811918585
1997842,"CITIBANK, N.A.","CITIBANK, N.A.","NEW YORK","NY","USA","Y","","E57ODZWZ7FF32TWEFA76",8698493113
1998101,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",258725939
1996710,"COMMERCE BANK","COMMERCE BANK","KANSAS CITY","MO","USA","N","","",169086105
1996710,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",468490387
1996860,"WELLS FARGO CLEARING SERVICES, LLC","WELLS FARGO CLEARING SERVICES, LLC","ST. LOUIS","MO","USA","N","8-37180","",614524913
1996763,"UBS FINANCIAL SERVICES INC.","UBS FINANCIAL SERVICES INC.","BEVERLY HILLS","CA","USA","N","8-16267","",2724614
1996763,"NATIONAL BANK INDEPENDENT NETWORK INC.","NBIN INC.","TORONTO","","CAN","N","","",9535176
1993528,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","NY","USA","N","8-129","",242654707
1993528,"MORGAN STANLEY & CO. LLC","MORGAN STANLEY & CO. LLC","NEW YORK","NY","USA","N","8-15869","",81248992
1993528,"JP MORGAN SECURITIES LLC","JP MORGAN","NEW YORK","NY","USA","N","","",14169981
1993528,"UBS AG","UBS","NEW YORK","NY","USA","N","","",71957764
1996267,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",195483451
1996267,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",468919409
1997005,"LPL FINANCIAL LLC","LPL FINANCIAL LLC","BOSTON","MA","USA","N","8-17668","",348943355
1989589,"MID ATLANTIC TRUST COMPANY","MID ATLANTIC TRUST COMPANY","PITTSBURGH","PA","USA","N","","",759538393
1989589,"MATRIX TRUST","MATRIX TRUST","DENVER","CO","USA","N","","",327743671
1989589,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",107773248
1997262,"THE BANK OF NEW YORK MELLON","BNY MELLON","PITTSBURGH","PA","USA","N","","HPFHU0OQ28E4N0NFVK49",498650970
1997262,"STATE STREET CORPORATION","STATE STREET CORPORATION","BOSTON","MA","USA","N","","549300ZFEEJ2IP5VME73",985398754
1997262,"NORTHERN TRUST CORPORATION","NORTHERN TRUST CORPORATION","CHICAGO","IL","USA","N","","6PTKHDJ8HDUF78PFWH30",677221235
1995905,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",116893806
1996914,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",357201931
1997518,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",116465902
1997518,"NEWEDGE SECURITIES, LLC","NEWEDGE SECURITIES, LLC","PITTSBURGH","PA","USA","N","8-27663","",224350634
1997295,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",60802685
1997295,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",77863372
1997593,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",154000000
1997593,"AXOS CLEARING LLC","AXOS CLEARING LLC","OMAHA","NE","USA","N","8-53595","",95100000
1997601,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",657726095
1997203,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",2465316799
1995505,"TRADE-PMR INC.","TRADE-PMR INC.","GAINESVILLE","FL","USA","N","8-51390","",128336918
1997117,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",195616244
1995658,"INTERACTIVE BROKERS LLC","INTERACTIVE BROKERS LLC","GREENWICH","CT","USA","N","8-47257","",8235830
1995658,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",38171083
1996639,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",502009231
1997017,"US BANCORP NATIONAL ASSOCIATION","US BANCORP NATIONAL ASSOCIATION","CINCINNATI","OH","USA","N","","6BYL5QZYBDK8S7L73M02",2886598286
1997203,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",3413214901
1995081,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",107789639
1994753,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",1077108958
1997080,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",3528104415
1997158,"SEI INVESTMENTS COMPANY","SEI INVESTMENTS","OAKS","PA","USA","N","","313011",171656615
1997158,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",15606745
1997158,"TIAA-CREF INDIVIDUAL & INSTITUTIONAL SERVICES, LLC","TIAA-CREF INDIVIDUAL & INSTITUTIONAL SERVICES, LLC","NEW YORK","NY","USA","N","8-44454","",1607673
1996893,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",29783127
1996893,"AXOS CLEARING LLC","AXOS CLEARING LLC","OMAHA","NE","USA","N","8-53595","",605569019
1996124,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","NEW YORK","NY","USA","N","8-16514","",1272030935
1997229,"AXOS CLEARING LLC","AXOS CLEARING LLC","CENTENNIAL","CO","USA","N","8-53595","",1472783873
1997229,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",1847433666
1997229,"ALERUS FINANCIAL , N.A.","ALERUS FINANCIAL , N.A.","ST. PAUL","MN","USA","N","","",719029344
1996038,"THE BANK OF NEW YORK MELLON","THE BANK OF NEW YORK MELLON","ORLANDO","FL","USA","N","","HPFHU0OQ28E4N0NFVK49",127905758
1996038,"MORGAN STANLEY & CO. LLC","MORGAN STANLEY & CO. LLC","NEW YORK","NY","USA","N","8-15869","",56071248
1996038,"STATE STREET AUSTRALIA LIMITED","STATE STREET AUSTRALIA LIMITED","SYDNEY","","AUS","N","","571474TGEMMWANRLN572",96590758
1996038,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","NY","USA","N","8-129","",33643356
1996926,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",139762283
1996323,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",586611429
1997386,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",263198400
1997390,"STONEX FINANCIAL INC.","STONEX FINANCIAL INC.","BIRMINGHAM","AL","USA","Y","8-51269","",3106424620
1997390,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",504204460
1997235,"THE BANK OF NEW YORK MELLON CORPORATION","BNY MELLON","WILMINGTON","DE","USA","N","","WFLLPEPC7FZXENRZV188",5170886191
1997235,"THE NORTHERN TRUST COMPANY","NORTHERN TRUST","CHICAGO","IL","USA","N","","6PTKHDJ8HDUF78PFWH30",4708182598
1997235,"STATE STREET BANK & TRUST CO","STATE STREET BANK & TRUST CO","BOSTON","MA","USA","N","","571474TGEMMWANRLN572",3488882137
1995104,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",1514451784
1995027,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",61501462
1995027,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",28619416
1995079,"RAYMOND JAMES & ASSOCIATES, INC.","RAYMOND JAMES & ASSOCIATES, INC.","ST. PETERSBURG","FL","USA","Y","8-10999","",182101259656
1995079,"RAYMOND JAMES TRUST COMPANY OF NEW HAMPSHIRE","RAYMOND JAMES TRUST COMPANY OF NEW HAMPSHIRE","PORTSMOUTH","NH","USA","Y","","",125135940031
1995094,"RAYMOND JAMES & ASSOCIATES, INC.","RAYMOND JAMES & ASSOCIATES, INC.","ST. PETERSBURG","FL","USA","Y","8-10999","",125647480793
1995094,"RAYMOND JAMES TRUST COMPANY OF NEW HAMPSHIRE","RAYMOND JAMES TRUST COMPANY OF NEW HAMPSHIRE","PORTSMOUTH","NH","USA","Y","","",127948124463
1995104,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",5410273325
1987984,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",2981718056
1994227,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",229350440
1994227,"GREAT-WEST TRUST COMPANY, LLC","GREAT-WEST TRUST COMPANY, LLC","GREENWOOD VILLAGE","CO","USA","N","","84-1455663",662617856
1994227,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",196941179
1988837,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",293569937
1988837,"SEI INVESTMENTS DISTRIBUTION CO.","SEI INVESTMENTS DISTRIBUTION CO.","OAKS","PA","USA","N","8-27897","",144874302
1995133,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",110173267
1997607,"INSPIRA FINANCIAL TRUST, LLC","INSPIRA FINANCIAL TRUST, LLC","OAK BROOK","IL","USA","N","","",402868904
1997607,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",494224996
1997607,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",1756760507
1997647,"INTERACTIVE BROKERS LLC","INTERACTIVE BROKERS LLC","GREENWICH","CT","USA","N","8-47257","",89968532
1997712,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","BOSTON","MA","USA","N","8-23292","",138445327
1987984,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",300236913
1995649,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",845116942
1995649,"EMPOWER FINANCIAL SERVICES, INC.","EMPOWER FINANCIAL SERVICES, INC.","GREENWOOD VILLAGE","CO","USA","N","8-33854","",137255880
1988082,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",130765579
1997673,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",469997932
1997673,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",372213633
1997406,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","OMAHA","NE","USA","N","8-16514","",111609357
1980020,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",43307680
1994986,"FOLIO INVESTMENTS, INC.","GOLDMAN SACHS CUSTODY SOLUTIONS","MCLEAN","VA","USA","N","8-52009","",3342436
1997741,"UBS FINANCIAL SERVICES INC.","UBS FINANCIAL SERVICES INC.","BEVERLY HILLS","CA","USA","N","8-16267","",2724614
1997741,"NATIONAL BANK INDEPENDENT NETWORK INC.","NBIN INC.","TORONTO","","CAN","N","","",9535176
1997989,"J.P. MORGAN PRIME INC.","J.P. MORGAN PRIME INC.","SAN FRANCISCO","CA","USA","N","8-69703","",23879689
1997989,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","NY","USA","N","8-129","",63120219
1996942,"AXOS CLEARING LLC","AXOS CLEARING LLC","OMAHA","NE","USA","N","8-53595","",25137544
1998059,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",115102464
1998059,"TIAA","TIAA","ST LOUIS","MO","USA","N","","",714320
1998059,"ALTRUIST FINANCIAL LLC","ALTRUIST FINANCIAL LLC","SMITHFIELD","RI","USA","N","8-70244","",1191674
1997383,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",1542785373
1997383,"FIFTH THIRD SECURITIES, INC.","FIFTH THIRD SECURITIES, INC.","CINCINNATI","OH","USA","N","8-2428","",658109145
1993610,"STATE STREET BANK AND TRUST COMPANY","STATE STREET BANK AND TRUST COMPANY","BOSTON","MA","USA","N","","571474TGEMMWANRLN572",186750336
1999369,"SEI INVESTMENTS DISTRIBUTION CO.","SEI INVESTMENTS DISTRIBUTION CO.","OAKS","PA","USA","N","8-27897","",184493074
1999271,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",563574854
1999271,"MORGAN STANLEY SMITH BARNEY LLC","MORGAN STANLEY","PURCHASE","NY","USA","N","8-68191","",166691154
1999289,"PERSHING ADVISOR SOLUTIONS LLC","PERSHING ADVISOR SOLUTIONS LLC","JERSEY CITY","NJ","USA","N","8-47425","549300KTC63JRN36GZ84",525691024
1999305,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WEST LAKE","TX","USA","N","8-16514","",1275805616
1999369,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",110000701
1990336,"SEI PRIVATE TRUST CO","SEI PRIVATE TRUST CO","OAKS","PA","USA","N","","",105525781
1990336,"AMERICAN FUNDS","AMERICAN FUNDS","LOS ANGELES","CA","USA","N","","",3405275
1990336,"JOHN HANCOCK USA","JOHN HANCOCK","BOSTON","MA","USA","N","","",9343444
1990246,"CHARLES SCHWAB CORPORATION","CHARLRES SCHWAB ADVISOR SERVICES","WESTLAKE","TX","USA","N","","",125881820
1999392,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",218844982
1999402,"THE NORTHERN TRUST COMPANY","THE NORTHERN TRUST COMPANY","CHICAGO","IL","USA","N","","36-1561860",404365000
1999402,"MORGAN STANLEY & CO. LLC","MORGAN STANLEY & CO. LLC","NEW YORK","NY","USA","N","8-15869","",234419000
1999443,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",381381939
1999443,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",168949891
1999443,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",121566792
1995180,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",329518556
1995185,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","OMAHA","NE","USA","N","8-16514","",117866571
1995213,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",1691247604
1995213,"REGIONS BANK","REGIONS BANK","BIRMINGHAM","AL","USA","N","","EQTWLK1G7ODGC2MGLV11",390109973
1995213,"BOFA SECURITIES, INC.","BOFA SECURITIES, INC.","NEW YORK","NY","USA","N","8-69787","",399620253
1995223,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",712000000
1995035,"JP MORGAN CHASE BANK NA","JP MORGAN CHASE BANK NA","NEW YORK","NY","USA","N","","7H6GLXDRUGQFU57RNE97",160854477
1994685,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",388359733
1995262,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",683151838
1995262,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","BOSTON","MA","USA","N","8-23292","",71336371
1995277,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",166790515
1995308,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",569966326
1993849,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",13000000
1993849,"ALTRUIST FINANCIAL LLC","ALTRUIST FINANCIAL LLC","CULVER CITY","CA","USA","N","8-70244","",9000000
1999554,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",259295205
1999782,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",12370194668
1999097,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",73473000
1999097,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",18649000
1999097,"PERSHING ADVISOR SOLUTIONS LLC","PERSHING ADVISOR SOLUTIONS LLC","JERSEY CITY","NJ","USA","N","8-47425","",82177000
1999554,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",648278
1981132,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",85683277
1981132,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","CHICAGO","IL","USA","N","8-16514","",0
1992842,"LPL FINANCIAL LLC","LPL FINANCIAL LLC","FORT MILL","SC","USA","N","8-17668","",193684474
1999792,"LPL FINANCIAL LLC","LPL FINANCIAL LLC","BOSTON","MA","USA","N","8-17668","",4952815166
1998239,"ASCENSUS FINANCIAL SERVICES, LLC.","ASCENSUS FINANCIAL SERVICES, LLC.","DRESHER","PA","USA","N","8-67891","",123350442
1998239,"BRINKER CAPITAL SECURITIES, LLC","BRINKER CAPITAL SECURITIES, LLC","BERWYN","PA","USA","N","8-48110","",62060003
1999712,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","ORLANDO","FL","USA","N","8-16514","",6051672651
1999712,"NORTHERN TRUST SECURITIES, INC.","NORTHERN TRUST SECURITIES, INC.","CHICAGO","IL","USA","N","8-23689","",5088569107
1997765,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",139141681
1998144,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",16642808302
1998144,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","SMITHFIELD","RI","USA","N","8-26740","",7029015446
1998009,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","OMAHA","NE","USA","N","8-16514","",1538517135
1998090,"NORTHERN TRUST","NORTHERN TRUST","CHICAGO","IL","USA","N","","3CHS099 JSPHD9HGNYJ4",1193392188
1998090,"SCHWAB INC","SCHWAB INC","SAN FRANCISCO","CA","USA","N","","549300ZP8XN77GK5BS04",268196780
1993210,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",284768492
1994800,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",107200000
1997922,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",438146401
